round;minSpace;maxSpace
8;39;50
16;42;50
24;42;50
32;44;52
40;40;50
48;43;51
56;43;51
64;44;51
72;40;50
80;43;51
88;43;51
96;44;51
104;41;50
112;42;50
120;42;50
128;45;51
136;38;49
144;41;49
152;41;49
160;43;51
168;39;49
176;42;50
184;42;50
192;43;50
200;39;49
208;42;50
216;42;50
224;43;50
232;40;49
240;41;49
248;41;49
256;44;50
264;36;47
272;39;47
280;39;47
288;41;49
296;37;47
304;40;48
312;40;48
320;41;48
328;37;47
336;40;48
344;40;48
352;41;48
360;38;47
368;39;47
376;39;47
384;41;48
392;34;41
400;35;41
408;35;41
416;36;41
424;33;40
432;34;40
440;34;40
448;35;40
456;31;38
464;32;38
472;32;38
480;33;38
488;29;32
496;28;31
504;26;29
512;15;23
