round;minSpace;maxSpace
4;27;40
8;36;49
12;34;47
16;35;48
20;32;45
24;35;48
28;39;46
32;34;53
36;30;43
40;35;48
44;37;46
48;34;51
52;35;44
56;38;51
60;38;49
64;33;52
68;28;41
72;35;48
76;35;46
80;34;49
84;33;44
88;36;49
92;38;47
96;33;52
100;31;42
104;36;49
108;36;47
112;35;50
116;34;45
120;38;50
124;39;48
128;32;52
132;25;36
136;32;43
140;30;41
144;31;42
148;28;39
152;31;42
156;33;40
160;30;45
164;26;37
168;31;42
172;31;40
176;30;43
180;29;38
184;32;43
188;32;41
192;29;44
196;23;32
200;28;37
204;26;35
208;27;36
212;24;33
216;27;36
220;27;34
224;26;37
228;21;28
232;24;31
236;22;29
240;23;30
244;19;24
248;20;25
252;17;20
256;12;16
