round;minSpace;maxSpace
16;64;73
32;65;73
48;65;73
64;66;72
80;65;73
96;66;72
112;66;72
128;65;73
144;63;72
160;64;72
176;64;72
192;65;71
208;64;72
224;65;71
240;65;71
256;64;72
272;61;70
288;62;70
304;62;70
320;63;69
336;62;70
352;63;69
368;63;69
384;62;70
400;60;69
416;61;69
432;61;69
448;62;68
464;61;69
480;62;68
496;62;68
512;61;69
528;57;66
544;58;66
560;58;66
576;59;65
592;58;66
608;59;65
624;59;65
640;58;66
656;56;65
672;57;65
688;57;65
704;58;64
720;57;65
736;58;64
752;58;64
768;57;65
784;54;63
800;55;63
816;55;63
832;56;62
848;55;63
864;56;62
880;56;62
896;55;63
912;52;56
928;51;55
944;49;53
960;48;52
976;45;49
992;44;48
1008;42;46
1024;17;39
