round;minSpace;maxSpace
1;129;129
2;128;128
3;126;126
4;125;125
5;122;122
6;121;121
7;119;119
8;118;118
9;114;114
10;113;113
11;111;111
12;110;110
13;107;107
14;106;106
15;104;104
16;103;103
17;98;98
18;97;97
19;95;95
20;94;94
21;91;91
22;90;90
23;88;88
24;87;87
25;83;83
26;82;82
27;80;80
28;79;79
29;76;76
30;75;75
31;73;73
32;72;72
33;66;66
34;65;65
35;63;63
36;62;62
37;59;59
38;58;58
39;56;56
40;55;55
41;51;51
42;50;50
43;48;48
44;47;47
45;44;44
46;43;43
47;41;41
48;40;40
49;35;35
50;34;34
51;32;32
52;31;31
53;28;28
54;27;27
55;25;25
56;24;24
57;20;20
58;19;19
59;17;17
60;16;16
61;13;13
62;12;12
63;10;10
64;9;9
