round;minSpace;maxSpace
16;2023;2049
32;1992;2018
48;1960;1986
64;1929;1955
80;1896;1922
96;1865;1891
112;1833;1859
128;1802;1828
144;1768;1794
160;1737;1763
176;1705;1731
192;1674;1700
208;1641;1667
224;1610;1636
240;1578;1604
256;1547;1573
272;1512;1538
288;1481;1507
304;1449;1475
320;1418;1444
336;1385;1411
352;1354;1380
368;1322;1348
384;1291;1317
400;1257;1283
416;1226;1252
432;1194;1220
448;1163;1189
464;1130;1156
480;1099;1125
496;1067;1093
512;1036;1062
528;1000;1026
544;969;995
560;937;963
576;906;932
592;873;899
608;842;868
624;810;836
640;779;805
656;745;771
672;714;740
688;682;708
704;651;677
720;618;644
736;587;613
752;555;581
768;524;550
784;489;515
800;458;484
816;426;452
832;395;421
848;362;388
864;331;357
880;299;325
896;268;294
912;234;260
928;203;229
944;171;197
960;140;166
976;107;133
992;76;102
1008;44;70
1024;13;39
