round;minSpace;maxSpace
1024;94;121
2048;95;120
3072;95;120
4096;96;119
5120;95;120
6144;96;119
7168;96;119
8192;95;118
9216;93;120
10240;94;119
11264;94;119
12288;95;118
13312;94;119
14336;95;118
15360;95;118
16384;94;117
17408;91;118
18432;92;117
19456;92;117
20480;93;116
21504;92;117
22528;93;116
23552;93;116
24576;92;115
25600;90;117
26624;91;116
27648;91;116
28672;92;115
29696;91;116
30720;92;115
31744;92;115
32768;91;114
33792;87;114
34816;88;113
35840;88;113
36864;89;112
37888;88;113
38912;89;112
39936;89;112
40960;88;111
41984;86;113
43008;87;112
44032;87;112
45056;88;111
46080;87;112
47104;88;111
48128;88;111
49152;87;110
50176;84;111
51200;85;110
52224;85;110
53248;86;109
54272;85;110
55296;86;109
56320;86;109
57344;85;108
58368;82;99
59392;81;98
60416;79;96
61440;78;95
62464;75;92
63488;74;91
64512;72;89
65536;23;79
