round;minSpace;maxSpace
1024;1021;1033
2048;1014;1026
3072;1006;1018
4096;999;1011
5120;990;1002
6144;983;995
7168;975;987
8192;968;980
9216;958;970
10240;951;963
11264;943;955
12288;936;948
13312;927;939
14336;920;932
15360;912;924
16384;905;917
17408;894;906
18432;887;899
19456;879;891
20480;872;884
21504;863;875
22528;856;868
23552;848;860
24576;841;853
25600;831;843
26624;824;836
27648;816;828
28672;809;821
29696;800;812
30720;793;805
31744;785;797
32768;778;790
33792;766;778
34816;759;771
35840;751;763
36864;744;756
37888;735;747
38912;728;740
39936;720;732
40960;713;725
41984;703;715
43008;696;708
44032;688;700
45056;681;693
46080;672;684
47104;665;677
48128;657;669
49152;650;662
50176;639;651
51200;632;644
52224;624;636
53248;617;629
54272;608;620
55296;601;613
56320;593;605
57344;586;598
58368;576;588
59392;569;581
60416;561;573
61440;554;566
62464;545;557
63488;538;550
64512;530;542
65536;27;535
