round;minSpace;maxSpace
1;51;80
2;78;79
3;78;80
4;77;78
5;76;80
6;77;104
7;78;105
8;76;77
9;74;80
10;77;102
11;78;103
12;76;101
13;99;103
14;100;104
15;77;104
16;75;76
17;72;80
18;77;100
19;78;101
20;76;99
21;97;101
22;98;104
23;77;104
24;75;98
25;95;101
26;98;102
27;98;102
28;97;101
29;98;123
30;102;125
31;76;103
32;74;75
33;70;80
34;77;98
35;78;99
36;76;97
37;95;99
38;96;104
39;77;104
40;75;96
41;93;99
42;96;102
43;96;102
44;95;101
45;98;121
46;102;123
47;76;103
48;74;95
49;91;99
50;96;100
51;96;100
52;95;99
53;96;119
54;102;123
55;95;103
56;94;98
57;94;119
58;100;121
59;97;118
60;116;120
61;117;123
62;101;124
63;75;102
64;73;74
65;68;80
66;77;96
67;78;97
68;76;95
69;93;97
70;94;104
71;77;104
72;75;94
73;91;97
74;94;102
75;94;102
76;93;101
77;98;119
78;102;121
79;76;103
80;74;93
81;89;97
82;94;100
83;94;100
84;93;99
85;96;117
86;102;121
87;93;103
88;92;98
89;94;117
90;100;119
91;97;116
92;114;118
93;115;123
94;101;124
95;75;102
96;73;92
97;87;97
98;94;98
99;94;98
100;93;97
101;94;115
102;102;121
103;93;103
104;92;96
105;92;115
106;100;119
107;95;114
108;112;118
109;115;121
110;101;122
111;92;102
112;91;95
113;90;115
114;98;117
115;95;114
116;112;116
117;113;119
118;101;122
119;94;113
120;111;115
121;111;119
122;116;120
123;114;118
124;115;136
125;121;140
126;100;123
127;74;101
128;72;73
129;66;80
130;77;94
131;78;95
132;76;93
133;91;95
134;92;104
135;77;104
136;75;92
137;89;95
138;92;102
139;92;102
140;91;101
141;98;117
142;102;119
143;76;103
144;74;91
145;87;95
146;92;100
147;92;100
148;91;99
149;96;115
150;102;119
151;91;103
152;90;98
153;94;115
154;100;117
155;97;114
156;112;116
157;113;123
158;101;124
159;75;102
160;73;90
161;85;95
162;92;98
163;92;98
164;91;97
165;94;113
166;102;119
167;91;103
168;90;96
169;92;113
170;100;117
171;95;112
172;110;116
173;113;121
174;101;122
175;90;102
176;89;95
177;90;113
178;98;115
179;95;112
180;110;114
181;111;119
182;101;122
183;94;111
184;109;113
185;109;119
186;114;120
187;112;118
188;115;134
189;121;138
190;100;123
191;74;101
192;72;89
193;83;95
194;92;96
195;92;96
196;91;95
197;92;111
198;102;119
199;91;103
200;90;94
201;90;111
202;100;117
203;93;110
204;108;116
205;113;119
206;101;120
207;90;102
208;89;93
209;88;111
210;98;115
211;93;110
212;108;114
213;111;117
214;101;120
215;92;109
216;107;113
217;109;117
218;114;118
219;112;116
220;113;132
221;121;138
222;100;123
223;89;101
224;88;92
225;86;111
226;96;113
227;93;110
228;108;112
229;109;115
230;101;120
231;92;109
232;107;111
233;107;115
234;112;118
235;110;116
236;111;132
237;119;136
238;100;121
239;91;108
240;106;110
241;105;115
242;112;116
243;110;114
244;111;130
245;117;134
246;115;121
247;109;117
248;110;129
249;117;134
250;115;132
251;129;133
252;130;136
253;120;139
254;99;122
255;73;100
256;71;72
257;64;80
258;77;92
259;78;93
260;76;91
261;89;93
262;90;104
263;77;104
264;75;90
265;87;93
266;90;102
267;90;102
268;89;101
269;98;115
270;102;117
271;76;103
272;74;89
273;85;93
274;90;100
275;90;100
276;89;99
277;96;113
278;102;117
279;89;103
280;88;98
281;94;113
