round;minSpace;maxSpace
32;36;80
64;45;79
96;43;79
128;47;85
160;41;79
192;47;83
224;48;83
256;46;84
288;39;79
320;47;81
352;46;81
384;46;84
416;44;81
448;49;82
480;47;82
512;45;84
544;37;79
576;46;79
608;44;79
640;46;84
672;42;79
704;48;82
736;47;82
768;45;83
800;40;79
832;47;80
864;45;80
896;47;83
928;43;80
960;50;81
992;48;81
1024;44;83
1056;34;72
1088;41;71
1120;39;71
1152;43;75
1184;37;71
1216;43;73
1248;42;73
1280;42;74
1312;35;71
1344;42;71
1376;40;71
1408;42;74
1440;38;71
1472;43;72
1504;41;72
1536;41;73
1568;32;64
1600;37;63
1632;35;63
1664;39;65
1696;33;63
1728;38;63
1760;36;63
1792;38;64
1824;30;56
1856;33;55
1888;31;55
1920;34;55
1952;28;48
1984;29;47
2016;26;40
2048;15;34
