round;minSpace;maxSpace
4;509;513
8;502;506
12;494;498
16;487;491
20;478;482
24;471;475
28;463;467
32;456;460
36;446;450
40;439;443
44;431;435
48;424;428
52;415;419
56;408;412
60;400;404
64;393;397
68;382;386
72;375;379
76;367;371
80;360;364
84;351;355
88;344;348
92;336;340
96;329;333
100;319;323
104;312;316
108;304;308
112;297;301
116;288;292
120;281;285
124;273;277
128;266;270
132;254;258
136;247;251
140;239;243
144;232;236
148;223;227
152;216;220
156;208;212
160;201;205
164;191;195
168;184;188
172;176;180
176;169;173
180;160;164
184;153;157
188;145;149
192;138;142
196;127;131
200;120;124
204;112;116
208;105;109
212;96;100
216;89;93
220;81;85
224;74;78
228;64;68
232;57;61
236;49;53
240;42;46
244;33;37
248;26;30
252;18;22
256;11;15
