round;minSpace;maxSpace
1;94;101
2;101;102
3;101;103
4;102;103
5;101;103
6;102;109
7;103;109
8;103;104
9;101;103
10;102;109
11;103;109
12;103;110
13;108;109
14;109;111
15;104;110
16;102;103
17;99;101
18;100;107
19;101;107
20;101;108
21;106;107
22;107;109
23;102;108
24;102;109
25;106;107
26;107;109
27;107;108
28;108;110
29;107;114
30;109;115
31;103;109
32;102;104
33;99;101
34;100;107
35;101;107
36;101;108
37;106;107
38;107;109
39;102;108
40;102;109
41;106;107
42;107;109
43;107;108
44;108;110
45;107;114
46;109;115
47;103;109
48;102;108
49;104;105
50;105;107
51;105;106
52;106;108
53;105;112
54;107;113
55;106;107
56;107;109
57;105;112
58;107;113
59;106;113
60;113;114
61;112;114
62;108;114
63;104;108
64;103;105
65;99;101
66;100;107
67;101;107
68;101;108
69;106;107
70;107;109
71;102;108
72;102;109
73;106;107
74;107;109
75;107;108
76;108;110
77;107;114
78;109;115
79;103;109
80;102;108
81;104;105
82;105;107
83;105;106
84;106;108
85;105;112
86;107;113
87;106;107
88;107;109
89;105;112
90;107;113
91;106;113
92;113;114
93;112;114
94;108;114
95;104;108
96;103;109
97;104;105
98;105;107
99;105;106
100;106;108
101;105;112
102;107;113
103;106;107
104;107;109
105;105;112
106;107;113
107;106;113
108;113;114
109;112;114
110;108;114
111;107;108
112;107;108
113;103;110
114;105;111
115;104;111
116;111;112
117;110;112
118;106;112
119;105;112
120;112;113
121;110;112
122;111;112
123;111;113
124;112;119
125;112;118
126;107;113
127;105;109
128;103;104
129;97;101
130;100;105
131;101;106
132;101;106
133;104;106
134;105;109
135;102;108
136;102;107
137;104;106
138;105;109
139;105;108
140;106;110
141;107;112
142;109;114
143;103;109
144;101;106
145;102;104
146;103;107
147;103;106
148;104;108
149;105;110
150;107;112
151;104;107
152;105;109
153;105;110
154;107;112
155;106;111
156;111;113
157;110;114
158;108;114
159;102;108
160;101;107
161;102;104
162;103;107
163;103;106
164;104;108
165;105;110
166;107;112
167;104;107
168;105;109
169;105;110
170;107;112
171;106;111
172;111;113
173;110;114
174;108;114
175;105;108
176;105;108
177;103;108
178;105;110
179;104;109
180;109;111
181;108;112
182;106;112
183;105;110
184;110;112
185;108;112
186;109;112
187;109;113
188;112;117
189;112;117
190;107;113
191;103;107
192;102;108
193;102;104
194;103;107
195;103;106
196;104;108
197;105;110
198;107;112
199;104;107
200;105;109
201;105;110
202;107;112
203;106;111
204;111;113
205;110;114
206;108;114
207;105;108
208;105;108
209;103;108
210;105;110
211;104;109
212;109;111
213;108;112
214;106;112
215;105;110
216;110;112
217;108;112
218;109;112
219;109;113
220;112;117
221;112;117
222;107;113
223;106;107
224;106;109
225;103;108
226;105;110
227;104;109
228;109;111
229;108;112
230;106;112
231;105;110
232;110;112
233;108;112
234;109;112
235;109;113
236;112;117
237;112;117
238;107;113
239;106;111
240;109;111
241;106;110
242;107;110
243;107;111
244;110;115
245;110;115
246;108;111
247;108;112
248;111;116
249;110;115
250;110;115
251;114;116
252;115;119
253;111;117
254;106;112
255;104;108
256;103;105
257;97;101
258;100;105
259;101;106
260;101;106
261;104;106
262;105;109
263;102;108
264;102;107
265;104;106
266;105;109
267;105;108
268;106;110
269;107;112
270;109;114
271;103;109
272;101;106
273;102;104
274;103;107
275;103;106
276;104;108
277;105;110
278;107;112
279;104;107
280;105;109
281;105;110
282;107;112
283;106;111
284;111;113
285;110;114
286;108;114
287;102;108
288;101;107
289;102;104
290;103;107
291;103;106
292;104;108
293;105;110
294;107;112
295;104;107
296;105;109
297;105;110
298;107;112
299;106;111
300;111;113
301;110;114
302;108;114
303;105;108
304;105;108
305;103;108
306;105;110
307;104;109
308;109;111
309;108;112
310;106;112
311;105;110
312;110;112
313;108;112
314;109;112
315;109;113
316;112;117
317;112;117
318;107;113
319;103;107
320;102;108
321;102;104
322;103;107
323;103;106
324;104;108
325;105;110
326;107;112
327;104;107
328;105;109
329;105;110
330;107;112
331;106;111
332;111;113
333;110;114
334;108;114
335;105;108
336;105;108
337;103;108
338;105;110
339;104;109
340;109;111
341;108;112
342;106;112
343;105;110
344;110;112
345;108;112
346;109;112
347;109;113
348;112;117
349;112;117
350;107;113
351;106;107
352;106;109
353;103;108
354;105;110
355;104;109
356;109;111
357;108;112
358;106;112
359;105;110
360;110;112
361;108;112
362;109;112
363;109;113
364;112;117
365;112;117
366;107;113
367;106;111
368;109;111
369;106;110
370;107;110
371;107;111
372;110;115
373;110;115
374;108;111
375;108;112
376;111;116
377;110;115
378;110;115
379;114;116
380;115;119
381;111;117
382;106;112
383;104;108
384;103;107
385;100;103
386;103;105
387;103;105
388;104;106
389;103;108
390;107;111
391;104;107
392;105;107
393;103;108
394;107;111
395;105;109
396;109;112
397;110;112
398;108;113
399;105;108
400;104;106
401;101;106
402;105;109
403;103;107
404;107;110
405;108;110
406;106;111
407;104;108
408;108;111
409;108;110
410;109;111
411;109;111
412;110;115
413;112;116
414;107;113
415;104;107
416;104;107
417;101;106
418;105;109
419;103;107
420;107;110
421;108;110
422;106;111
423;104;108
424;108;111
425;108;110
426;109;111
427;109;111
428;110;115
429;112;116
430;107;113
431;105;109
432;108;110
433;106;108
434;107;109
435;107;109
436;108;113
437;110;114
438;108;111
439;108;110
440;109;114
441;110;114
442;109;113
443;112;115
444;115;117
445;111;116
446;106;112
447;105;106
448;105;108
449;101;106
450;105;109
451;103;107
452;107;110
453;108;110
454;106;111
455;104;108
456;108;111
457;108;110
458;109;111
459;109;111
460;110;115
461;112;116
462;107;113
463;105;109
464;108;110
465;106;108
466;107;109
467;107;109
468;108;113
469;110;114
470;108;111
471;108;110
472;109;114
473;110;114
474;109;113
475;112;115
476;115;117
477;111;116
478;106;112
479;105;110
480;109;111
481;106;108
482;107;109
483;107;109
484;108;113
485;110;114
486;108;111
487;108;110
488;109;114
489;110;114
490;109;113
491;112;115
492;115;117
493;111;116
494;109;112
495;109;111
496;109;113
497;108;112
498;107;111
499;110;113
500;113;115
501;109;114
502;108;112
503;111;114
504;114;116
505;112;114
506;113;115
507;113;118
508;117;121
509;110;116
510;105;111
511;104;107
512;104;106
513;97;101
514;100;105
515;101;106
516;101;106
517;104;106
518;105;109
519;102;108
520;102;107
521;104;106
522;105;109
523;105;108
524;106;110
525;107;112
526;109;114
527;103;109
528;101;106
529;102;104
530;103;107
531;103;106
532;104;108
533;105;110
534;107;112
535;104;107
536;105;109
537;105;110
538;107;112
539;106;111
540;111;113
541;110;114
542;108;114
543;102;108
544;101;107
545;102;104
546;103;107
547;103;106
548;104;108
549;105;110
550;107;112
551;104;107
552;105;109
553;105;110
554;107;112
555;106;111
556;111;113
557;110;114
558;108;114
559;105;108
560;105;108
561;103;108
562;105;110
563;104;109
564;109;111
565;108;112
566;106;112
567;105;110
568;110;112
569;108;112
570;109;112
571;109;113
572;112;117
573;112;117
574;107;113
575;103;107
576;102;108
577;102;104
578;103;107
579;103;106
580;104;108
581;105;110
582;107;112
583;104;107
584;105;109
585;105;110
586;107;112
587;106;111
588;111;113
589;110;114
590;108;114
591;105;108
592;105;108
593;103;108
594;105;110
595;104;109
596;109;111
597;108;112
598;106;112
599;105;110
600;110;112
601;108;112
602;109;112
603;109;113
604;112;117
605;112;117
606;107;113
607;106;107
608;106;109
609;103;108
610;105;110
611;104;109
612;109;111
613;108;112
614;106;112
615;105;110
616;110;112
617;108;112
618;109;112
619;109;113
620;112;117
621;112;117
622;107;113
623;106;111
624;109;111
625;106;110
626;107;110
627;107;111
628;110;115
629;110;115
630;108;111
631;108;112
632;111;116
633;110;115
634;110;115
635;114;116
636;115;119
637;111;117
638;106;112
639;104;108
640;103;107
641;100;103
642;103;105
643;103;105
644;104;106
645;103;108
646;107;111
647;104;107
648;105;107
649;103;108
650;107;111
651;105;109
652;109;112
653;110;112
654;108;113
655;105;108
656;104;106
657;101;106
658;105;109
659;103;107
660;107;110
661;108;110
662;106;111
663;104;108
664;108;111
665;108;110
666;109;111
667;109;111
668;110;115
669;112;116
670;107;113
671;104;107
672;104;107
673;101;106
674;105;109
675;103;107
676;107;110
677;108;110
678;106;111
679;104;108
680;108;111
681;108;110
682;109;111
683;109;111
684;110;115
685;112;116
686;107;113
687;105;109
688;108;110
689;106;108
690;107;109
691;107;109
692;108;113
693;110;114
694;108;111
695;108;110
696;109;114
697;110;114
698;109;113
699;112;115
700;115;117
701;111;116
702;106;112
703;105;106
704;105;108
705;101;106
706;105;109
707;103;107
708;107;110
709;108;110
710;106;111
711;104;108
712;108;111
713;108;110
714;109;111
715;109;111
716;110;115
717;112;116
718;107;113
719;105;109
720;108;110
721;106;108
722;107;109
723;107;109
724;108;113
725;110;114
726;108;111
727;108;110
728;109;114
729;110;114
730;109;113
731;112;115
732;115;117
733;111;116
734;106;112
