round;minSpace;maxSpace
8;1014;1025
16;999;1010
24;983;994
32;968;979
40;951;962
48;936;947
56;920;931
64;905;916
72;887;898
80;872;883
88;856;867
96;841;852
104;824;835
112;809;820
120;793;804
128;778;789
136;759;770
144;744;755
152;728;739
160;713;724
168;696;707
176;681;692
184;665;676
192;650;661
200;632;643
208;617;628
216;601;612
224;586;597
232;569;580
240;554;565
248;538;549
256;523;534
264;503;514
272;488;499
280;472;483
288;457;468
296;440;451
304;425;436
312;409;420
320;394;405
328;376;387
336;361;372
344;345;356
352;330;341
360;313;324
368;298;309
376;282;293
384;267;278
392;248;259
400;233;244
408;217;228
416;202;213
424;185;196
432;170;181
440;154;165
448;139;150
456;121;132
464;106;117
472;90;101
480;75;86
488;58;69
496;43;54
504;27;38
512;12;23
