round;minSpace;maxSpace
128;79;96
256;80;96
384;80;96
512;81;96
640;80;96
768;81;96
896;81;96
1024;80;95
1152;78;95
1280;79;95
1408;79;95
1536;80;95
1664;79;95
1792;80;95
1920;80;95
2048;79;94
2176;76;93
2304;77;93
2432;77;93
2560;78;93
2688;77;93
2816;78;93
2944;78;93
3072;77;92
3200;75;92
3328;76;92
3456;76;92
3584;77;92
3712;76;92
3840;77;92
3968;77;92
4096;76;91
4224;72;89
4352;73;89
4480;73;89
4608;74;89
4736;73;89
4864;74;89
4992;74;89
5120;73;88
5248;71;88
5376;72;88
5504;72;88
5632;73;88
5760;72;88
5888;73;88
6016;73;88
6144;72;87
6272;69;86
6400;70;86
6528;70;86
6656;71;86
6784;70;86
6912;71;86
7040;71;86
7168;70;85
7296;67;76
7424;66;75
7552;64;73
7680;63;72
7808;60;69
7936;59;68
8064;57;66
8192;20;59
