round;minSpace;maxSpace
16;129;134
32;130;134
48;128;133
64;129;133
80;126;131
96;127;131
112;125;130
128;126;130
144;122;127
160;123;127
176;121;126
192;122;126
208;119;124
224;120;124
240;118;123
256;119;123
272;114;119
288;115;119
304;113;118
320;114;118
336;111;116
352;112;116
368;110;115
384;111;115
400;107;112
416;108;112
432;106;111
448;107;111
464;104;109
480;105;109
496;103;108
512;104;108
528;98;103
544;99;103
560;97;102
576;98;102
592;95;100
608;96;100
624;94;99
640;95;99
656;91;96
672;92;96
688;90;95
704;91;95
720;88;93
736;89;93
752;87;92
768;88;92
784;83;88
800;84;88
816;82;87
832;83;87
848;80;85
864;81;85
880;79;84
896;80;84
912;76;81
928;77;81
944;75;80
960;76;80
976;73;78
992;74;78
1008;44;70
1024;18;40
