round;minSpace;maxSpace
2;24;35
4;32;35
6;31;41
8;31;42
10;29;39
12;31;40
14;36;41
16;30;41
18;27;37
20;31;38
22;34;41
24;30;41
26;32;39
28;34;39
30;35;44
32;29;40
34;25;35
36;31;36
38;32;41
40;30;41
42;30;39
44;32;39
46;35;42
48;29;40
50;28;37
52;32;37
54;33;42
56;31;40
58;31;40
60;34;39
62;36;43
64;28;39
66;22;31
68;28;31
70;27;35
72;27;36
74;25;33
76;27;34
78;30;35
80;26;35
82;23;31
84;27;32
86;28;35
88;26;35
90;26;33
92;28;33
94;29;36
96;25;34
98;20;27
100;24;27
102;23;29
104;23;30
106;21;27
108;23;28
110;24;29
112;22;29
114;18;23
116;20;23
118;19;23
120;19;24
122;16;19
124;16;19
126;13;15
128;11;11
