round;minSpace;maxSpace
2;49;51
4;50;52
6;50;52
8;51;53
10;50;52
12;51;53
14;51;53
16;52;53
18;48;50
20;49;51
22;49;51
24;50;52
26;49;51
28;50;52
30;50;52
32;51;52
34;46;48
36;47;49
38;47;49
40;48;50
42;47;49
44;48;50
46;48;50
48;49;50
50;45;47
52;46;48
54;46;48
56;47;49
58;46;48
60;47;49
62;47;49
64;48;49
66;42;44
68;43;45
70;43;45
72;44;46
74;43;45
76;44;46
78;44;46
80;45;46
82;41;43
84;42;44
86;42;44
88;43;45
90;42;44
92;43;45
94;43;45
96;44;45
98;39;41
100;40;42
102;40;42
104;41;43
106;40;42
108;41;43
110;41;43
112;41;43
114;35;36
116;32;33
118;28;29
120;25;26
122;21;22
124;18;19
126;15;16
128;14;14
