round;minSpace;maxSpace
1024;51;149
2048;60;154
3072;58;152
4096;67;153
5120;56;150
6144;65;153
7168;63;151
8192;66;156
9216;54;148
10240;63;153
11264;61;151
12288;66;154
13312;59;149
14336;64;154
15360;62;152
16384;65;155
17408;52;148
18432;61;153
19456;59;151
20480;66;152
21504;57;149
22528;64;152
23552;62;150
24576;65;155
25600;55;147
26624;62;152
27648;60;150
28672;67;153
29696;58;148
30720;65;153
31744;63;151
32768;64;154
33792;49;137
34816;56;140
35840;54;138
36864;61;139
37888;52;136
38912;59;139
39936;57;137
40960;60;140
41984;50;136
43008;57;139
44032;55;137
45056;60;138
46080;53;135
47104;58;138
48128;56;136
49152;61;139
50176;47;125
51200;52;126
52224;50;124
53248;55;125
54272;48;124
55296;53;125
56320;51;123
57344;54;124
58368;45;113
59392;48;112
60416;46;112
61440;49;111
62464;43;101
63488;44;100
64512;41;90
65536;20;80
