round;minSpace;maxSpace
1;24;27
2;27;28
3;27;29
4;26;27
5;25;27
6;26;29
7;27;29
8;26;28
9;25;27
10;26;29
11;27;29
12;26;28
13;26;27
14;27;29
15;27;28
16;27;27
17;23;26
18;26;27
19;26;28
20;25;26
21;24;26
22;25;28
23;26;28
24;25;27
25;24;26
26;25;28
27;26;28
28;25;27
29;25;26
30;26;28
31;26;27
32;26;26
33;21;24
34;24;25
35;24;26
36;23;24
37;22;24
38;23;26
39;24;26
40;23;25
41;22;24
42;23;26
43;24;26
44;23;25
45;23;24
46;24;26
47;24;25
48;23;24
49;19;20
50;20;21
51;20;21
52;20;20
53;18;19
54;19;20
55;19;20
56;19;19
57;16;17
58;17;18
59;17;18
60;16;17
61;13;13
62;12;12
63;11;11
64;11;11
