round;minSpace;maxSpace
16;38;51
32;41;54
48;41;54
64;44;53
80;39;52
96;42;53
112;42;53
128;43;53
144;39;52
160;42;53
176;42;53
192;43;53
208;40;51
224;41;52
240;41;52
256;44;53
272;37;50
288;40;53
304;40;53
320;43;52
336;38;51
352;41;52
368;41;52
384;42;52
400;38;51
416;41;52
432;41;52
448;42;52
464;39;50
480;40;51
496;40;51
512;43;52
528;35;48
544;38;51
560;38;51
576;41;50
592;36;49
608;39;50
624;39;50
640;40;50
656;36;49
672;39;50
688;39;50
704;40;50
720;37;48
736;38;49
752;38;49
768;41;50
784;33;42
800;34;43
816;34;43
832;35;42
848;32;41
864;33;42
880;33;42
896;34;41
912;30;39
928;31;40
944;31;40
960;32;39
976;28;33
992;27;32
1008;25;30
1024;15;25
