round;minSpace;maxSpace
64;45;67
128;48;68
192;48;68
256;51;68
320;46;66
384;49;68
448;49;68
512;50;69
576;46;66
640;49;68
704;49;68
768;50;69
832;47;66
896;48;68
960;48;68
1024;51;68
1088;44;66
1152;47;67
1216;47;67
1280;50;67
1344;45;65
1408;48;67
1472;48;67
1536;49;68
1600;45;65
1664;48;67
1728;48;67
1792;49;68
1856;46;65
1920;47;67
1984;47;67
2048;50;67
2112;42;64
2176;45;65
2240;45;65
2304;48;65
2368;43;63
2432;46;65
2496;46;65
2560;47;66
2624;43;63
2688;46;65
2752;46;65
2816;47;66
2880;44;63
2944;45;65
3008;45;65
3072;48;65
3136;40;56
3200;41;55
3264;41;55
3328;42;55
3392;39;55
3456;40;54
3520;40;54
3584;41;54
3648;37;53
3712;38;52
3776;38;52
3840;39;52
3904;35;45
3968;34;44
4032;32;42
4096;17;35
