round;minSpace;maxSpace
32;80;89
64;81;89
96;81;89
128;81;89
160;79;88
192;80;88
224;80;88
256;80;88
288;77;86
320;78;86
352;78;86
384;78;86
416;76;85
448;77;85
480;77;85
512;77;85
544;73;82
576;74;82
608;74;82
640;74;82
672;72;81
704;73;81
736;73;81
768;73;81
800;70;79
832;71;79
864;71;79
896;71;79
928;69;78
960;70;78
992;70;78
1024;70;78
1056;65;74
1088;66;74
1120;66;74
1152;66;74
1184;64;73
1216;65;73
1248;65;73
1280;65;73
1312;62;71
1344;63;71
1376;63;71
1408;63;71
1440;61;70
1472;62;70
1504;62;70
1536;62;70
1568;58;67
1600;59;67
1632;59;67
1664;59;67
1696;57;66
1728;58;66
1760;58;66
1792;58;66
1824;55;64
1856;56;64
1888;56;64
1920;56;64
1952;52;57
1984;49;54
2016;45;50
2048;18;47
