round;minSpace;maxSpace
2;32;36
4;35;37
6;35;39
8;35;39
10;33;37
12;35;38
14;36;39
16;35;38
18;33;37
20;35;38
22;36;39
24;35;38
26;34;37
28;35;38
30;35;39
32;36;37
34;31;35
36;34;36
38;34;38
40;34;38
42;32;36
44;34;37
46;35;38
48;34;37
50;32;36
52;34;37
54;35;38
56;34;37
58;33;36
60;34;37
62;34;38
64;35;36
66;29;33
68;32;34
70;32;36
72;32;36
74;30;34
76;32;35
78;33;36
80;32;35
82;30;34
84;32;35
86;33;36
88;32;35
90;31;34
92;32;35
94;32;36
96;32;34
98;27;29
100;28;30
102;28;30
104;29;30
106;26;28
108;27;29
110;27;29
112;28;29
114;24;26
116;25;27
118;25;27
120;25;27
122;20;21
124;17;18
126;14;15
128;13;13
