round;minSpace;maxSpace
8;30;56
16;39;55
24;37;55
32;39;62
40;35;55
48;39;60
56;42;60
64;38;61
72;33;55
80;39;58
88;40;58
96;38;61
104;38;58
112;42;59
120;41;59
128;37;63
136;31;55
144;39;56
152;38;56
160;38;61
168;36;56
176;40;59
184;41;59
192;37;61
200;34;56
208;40;57
216;39;57
224;39;61
232;37;57
240;42;59
248;42;58
256;36;62
264;28;50
272;35;49
280;33;49
288;35;54
296;31;49
304;35;52
312;36;52
320;34;53
328;29;49
336;35;50
344;34;50
352;34;53
360;32;50
368;36;51
376;35;51
384;33;53
392;26;44
400;31;43
408;29;43
416;31;46
424;27;43
432;31;44
440;30;44
448;30;45
456;24;38
464;27;37
472;25;37
480;27;38
488;22;32
496;23;31
504;20;26
512;13;21
