round;minSpace;maxSpace
64;96;105
128;97;105
192;97;105
256;97;105
320;95;104
384;96;104
448;96;104
512;96;104
576;93;102
640;94;102
704;94;102
768;94;102
832;92;101
896;93;101
960;93;101
1024;93;101
1088;89;98
1152;90;98
1216;90;98
1280;90;98
1344;88;97
1408;89;97
1472;89;97
1536;89;97
1600;86;95
1664;87;95
1728;87;95
1792;87;95
1856;85;94
1920;86;94
1984;86;94
2048;86;94
2112;81;90
2176;82;90
2240;82;90
2304;82;90
2368;80;89
2432;81;89
2496;81;89
2560;81;89
2624;78;87
2688;79;87
2752;79;87
2816;79;87
2880;77;86
2944;78;86
3008;78;86
3072;78;86
3136;74;83
3200;75;83
3264;75;83
3328;75;83
3392;73;82
3456;74;82
3520;74;82
3584;74;82
3648;71;80
3712;72;80
3776;72;80
3840;72;80
3904;65;73
3968;58;66
4032;50;58
4096;19;51
