round;minSpace;maxSpace
4;65;68
8;66;69
12;66;69
16;67;69
20;64;67
24;65;68
28;65;68
32;66;68
36;62;65
40;63;66
44;63;66
48;64;66
52;61;64
56;62;65
60;62;65
64;63;65
68;58;61
72;59;62
76;59;62
80;60;62
84;57;60
88;58;61
92;58;61
96;59;61
100;55;58
104;56;59
108;56;59
112;57;59
116;54;57
120;55;58
124;55;58
128;56;58
132;50;53
136;51;54
140;51;54
144;52;54
148;49;52
152;50;53
156;50;53
160;51;53
164;47;50
168;48;51
172;48;51
176;49;51
180;46;49
184;47;50
188;47;50
192;48;50
196;43;46
200;44;47
204;44;47
208;45;47
212;42;45
216;43;46
220;43;46
224;44;46
228;40;43
232;41;44
236;41;44
240;42;44
244;33;37
248;26;30
252;19;23
256;15;17
