round;minSpace;maxSpace
32;193;199
64;194;199
96;192;198
128;193;198
160;190;196
192;191;196
224;189;195
256;190;195
288;186;192
320;187;192
352;185;191
384;186;191
416;183;189
448;184;189
480;182;188
512;183;188
544;178;184
576;179;184
608;177;183
640;178;183
672;175;181
704;176;181
736;174;180
768;175;180
800;171;177
832;172;177
864;170;176
896;171;176
928;168;174
960;169;174
992;167;173
1024;168;173
1056;162;168
1088;163;168
1120;161;167
1152;162;167
1184;159;165
1216;160;165
1248;158;164
1280;159;164
1312;155;161
1344;156;161
1376;154;160
1408;155;160
1440;152;158
1472;153;158
1504;151;157
1536;152;157
1568;147;153
1600;148;153
1632;146;152
1664;147;152
1696;144;150
1728;145;150
1760;143;149
1792;144;149
1824;140;146
1856;141;146
1888;139;145
1920;140;145
1952;137;143
1984;138;143
2016;77;134
2048;20;72
