round;minSpace;maxSpace
64;63;76
128;64;76
192;64;76
256;65;76
320;64;76
384;65;76
448;65;76
512;64;76
576;62;75
640;63;75
704;63;75
768;64;75
832;63;75
896;64;75
960;64;75
1024;63;75
1088;60;73
1152;61;73
1216;61;73
1280;62;73
1344;61;73
1408;62;73
1472;62;73
1536;61;73
1600;59;72
1664;60;72
1728;60;72
1792;61;72
1856;60;72
1920;61;72
1984;61;72
2048;60;72
2112;56;69
2176;57;69
2240;57;69
2304;58;69
2368;57;69
2432;58;69
2496;58;69
2560;57;69
2624;55;68
2688;56;68
2752;56;68
2816;57;68
2880;56;68
2944;57;68
3008;57;68
3072;56;68
3136;53;66
3200;54;66
3264;54;66
3328;55;66
3392;54;66
3456;55;66
3520;55;66
3584;54;66
3648;51;58
3712;50;57
3776;48;55
3840;47;54
3904;44;51
3968;43;50
4032;41;48
4096;18;42
