round;minSpace;maxSpace
32;46;65
64;49;64
96;49;64
128;52;66
160;47;64
192;50;65
224;50;65
256;51;65
288;47;64
320;50;65
352;50;65
384;51;65
416;48;64
448;49;64
480;49;64
512;52;65
544;45;64
576;48;63
608;48;63
640;51;65
672;46;63
704;49;64
736;49;64
768;50;64
800;46;63
832;49;64
864;49;64
896;50;64
928;47;63
960;48;63
992;48;63
1024;51;64
1056;43;62
1088;46;61
1120;46;61
1152;49;63
1184;44;61
1216;47;62
1248;47;62
1280;48;62
1312;44;61
1344;47;62
1376;47;62
1408;48;62
1440;45;61
1472;46;61
1504;46;61
1536;49;62
1568;41;54
1600;42;53
1632;42;53
1664;43;53
1696;40;53
1728;41;52
1760;41;52
1792;42;52
1824;38;51
1856;39;50
1888;39;50
1920;40;50
1952;36;43
1984;35;42
2016;33;40
2048;17;34
