round;minSpace;maxSpace
1;21;30
2;28;29
3;28;30
4;27;28
5;26;30
6;27;34
7;28;35
8;26;27
9;24;30
10;27;32
11;28;33
12;26;31
13;29;33
14;30;34
15;27;34
16;25;26
17;22;30
18;27;30
19;28;31
20;26;29
21;27;31
22;28;34
23;27;34
24;25;28
25;25;31
26;28;32
27;28;32
28;27;31
29;28;33
30;31;35
31;26;33
32;24;25
33;19;26
34;24;25
35;24;26
36;23;24
37;22;26
38;23;28
39;24;29
40;22;23
41;20;26
42;23;26
43;24;27
44;22;25
45;23;27
46;24;28
47;23;28
48;21;22
49;17;22
50;20;21
51;20;22
52;19;20
53;18;22
54;19;22
55;20;23
56;18;19
57;15;18
58;16;17
59;16;18
60;15;16
61;13;14
62;12;13
63;10;10
64;10;10
