round;minSpace;maxSpace
1;127;132
2;132;133
3;132;134
4;133;134
5;132;134
6;133;138
7;134;138
8;134;135
9;132;134
10;133;138
11;134;138
12;134;139
13;137;138
14;138;140
15;135;139
16;133;134
17;130;132
18;131;136
19;132;136
20;132;137
21;135;136
22;136;138
23;133;137
24;133;138
25;135;136
26;136;138
27;136;137
28;137;139
29;136;141
30;138;142
31;134;138
32;133;135
33;130;132
34;131;136
35;132;136
36;132;137
37;135;136
38;136;138
39;133;137
40;133;138
41;135;136
42;136;138
43;136;137
44;137;139
45;136;141
46;138;142
47;134;138
48;133;137
49;133;134
50;134;136
51;134;135
52;135;137
53;134;139
54;136;140
55;135;136
56;136;138
57;134;139
58;136;140
59;135;140
60;140;141
61;139;141
62;137;141
63;135;137
64;134;136
65;130;132
66;131;136
67;132;136
68;132;137
69;135;136
70;136;138
71;133;137
72;133;138
73;135;136
74;136;138
75;136;137
76;137;139
77;136;141
78;138;142
79;134;138
80;133;137
81;133;134
82;134;136
83;134;135
84;135;137
85;134;139
86;136;140
87;135;136
88;136;138
89;134;139
90;136;140
91;135;140
92;140;141
93;139;141
94;137;141
95;135;137
96;134;138
97;133;134
98;134;136
99;134;135
100;135;137
101;134;139
102;136;140
103;135;136
104;136;138
105;134;139
106;136;140
107;135;140
108;140;141
109;139;141
110;137;141
111;136;137
112;136;137
113;132;137
114;134;138
115;133;138
116;138;139
117;137;139
118;135;139
119;134;139
120;139;140
121;137;139
122;138;139
123;138;140
124;139;144
125;139;143
126;136;140
127;135;138
128;135;137
129;130;132
130;131;136
131;132;136
132;132;137
133;135;136
134;136;138
135;133;137
136;133;138
137;135;136
138;136;138
139;136;137
140;137;139
141;136;141
142;138;142
143;134;138
144;133;137
145;133;134
146;134;136
147;134;135
148;135;137
149;134;139
150;136;140
151;135;136
152;136;138
153;134;139
154;136;140
155;135;140
156;140;141
157;139;141
158;137;141
159;135;137
160;134;138
161;133;134
162;134;136
163;134;135
164;135;137
165;134;139
166;136;140
167;135;136
168;136;138
169;134;139
170;136;140
171;135;140
172;140;141
173;139;141
174;137;141
175;136;137
176;136;137
177;132;137
178;134;138
179;133;138
180;138;139
181;137;139
182;135;139
183;134;139
184;139;140
185;137;139
186;138;139
187;138;140
188;139;144
189;139;143
190;136;140
191;135;138
192;135;139
193;133;134
194;134;136
195;134;135
196;135;137
197;134;139
198;136;140
199;135;136
200;136;138
201;134;139
202;136;140
203;135;140
204;140;141
205;139;141
206;137;141
207;136;137
208;136;137
209;132;137
210;134;138
211;133;138
212;138;139
213;137;139
214;135;139
215;134;139
216;139;140
217;137;139
218;138;139
219;138;140
220;139;144
221;139;143
222;136;140
223;135;138
224;137;138
225;132;137
226;134;138
227;133;138
228;138;139
229;137;139
230;135;139
231;134;139
232;139;140
233;137;139
234;138;139
235;138;140
236;139;144
237;139;143
238;136;140
239;135;140
240;138;139
241;135;137
242;136;137
243;136;138
244;137;142
245;137;141
246;137;138
247;137;139
248;138;143
249;137;141
250;137;142
251;141;142
252;142;144
253;138;142
254;137;139
255;136;139
256;135;136
257;128;132
258;131;134
259;132;135
260;132;135
261;133;135
262;134;138
263;133;137
264;133;136
265;133;135
266;134;138
267;134;137
268;135;139
269;136;139
270;138;141
271;134;138
272;132;135
273;131;133
274;132;136
275;132;135
276;133;137
277;134;137
278;136;139
279;133;136
280;134;138
281;134;137
282;136;139
283;135;138
284;138;140
285;137;141
286;137;141
287;133;137
288;132;136
289;131;133
290;132;136
291;132;135
292;133;137
293;134;137
294;136;139
295;133;136
296;134;138
297;134;137
298;136;139
299;135;138
300;138;140
301;137;141
302;137;141
303;134;137
304;134;137
305;132;135
306;134;137
307;133;136
308;136;138
309;135;139
310;135;139
311;134;137
312;137;139
313;135;139
314;136;139
315;136;140
316;139;142
317;139;142
318;136;140
319;134;136
320;133;137
321;131;133
322;132;136
323;132;135
324;133;137
325;134;137
326;136;139
327;133;136
328;134;138
329;134;137
330;136;139
331;135;138
332;138;140
333;137;141
334;137;141
335;134;137
336;134;137
337;132;135
338;134;137
339;133;136
340;136;138
341;135;139
342;135;139
343;134;137
344;137;139
345;135;139
346;136;139
347;136;140
348;139;142
349;139;142
350;136;140
351;135;136
352;135;138
353;132;135
354;134;137
355;133;136
356;136;138
357;135;139
358;135;139
359;134;137
360;137;139
361;135;139
362;136;139
363;136;140
364;139;142
365;139;142
366;136;140
367;135;138
368;136;138
369;133;137
370;134;137
371;134;138
372;137;140
373;137;140
374;135;138
375;135;139
376;138;141
377;137;140
378;137;140
379;139;141
380;140;144
381;138;142
382;135;139
383;134;137
384;134;138
385;131;133
386;132;136
387;132;135
388;133;137
389;134;137
390;136;139
391;133;136
392;134;138
393;134;137
394;136;139
395;135;138
396;138;140
397;137;141
398;137;141
399;134;137
400;134;137
401;132;135
402;134;137
403;133;136
404;136;138
405;135;139
406;135;139
407;134;137
408;137;139
409;135;139
410;136;139
411;136;140
412;139;142
413;139;142
414;136;140
415;135;136
416;135;138
417;132;135
418;134;137
419;133;136
420;136;138
421;135;139
422;135;139
423;134;137
424;137;139
425;135;139
426;136;139
427;136;140
428;139;142
429;139;142
430;136;140
431;135;138
432;136;138
433;133;137
434;134;137
435;134;138
436;137;140
437;137;140
438;135;138
439;135;139
440;138;141
441;137;140
442;137;140
443;139;141
444;140;144
445;138;142
446;135;139
447;134;137
448;136;139
449;132;135
450;134;137
451;133;136
452;136;138
453;135;139
454;135;139
455;134;137
456;137;139
457;135;139
458;136;139
459;136;140
460;139;142
461;139;142
462;136;140
463;135;138
464;136;138
465;133;137
466;134;137
467;134;138
468;137;140
469;137;140
470;135;138
471;135;139
472;138;141
473;137;140
474;137;140
475;139;141
476;140;144
477;138;142
478;135;139
479;134;139
480;137;139
481;133;137
482;134;137
483;134;138
484;137;140
485;137;140
486;135;138
487;135;139
488;138;141
489;137;140
490;137;140
491;139;141
492;140;144
493;138;142
494;136;139
495;136;140
496;137;140
497;135;138
498;135;138
499;137;139
500;138;142
501;136;140
502;136;139
503;138;140
504;139;143
505;137;140
506;138;142
507;140;143
508;142;145
509;137;141
510;136;138
511;135;138
512;135;137
513;128;132
514;131;134
515;132;135
516;132;135
517;133;135
518;134;138
519;133;137
520;133;136
521;133;135
522;134;138
523;134;137
524;135;139
525;136;139
526;138;141
527;134;138
528;132;135
529;131;133
530;132;136
531;132;135
532;133;137
533;134;137
534;136;139
535;133;136
536;134;138
537;134;137
538;136;139
539;135;138
540;138;140
541;137;141
542;137;141
543;133;137
544;132;136
545;131;133
546;132;136
547;132;135
548;133;137
549;134;137
550;136;139
551;133;136
552;134;138
553;134;137
554;136;139
555;135;138
556;138;140
557;137;141
558;137;141
559;134;137
560;134;137
561;132;135
562;134;137
563;133;136
564;136;138
565;135;139
566;135;139
567;134;137
568;137;139
569;135;139
570;136;139
571;136;140
572;139;142
573;139;142
574;136;140
575;134;136
576;133;137
577;131;133
578;132;136
579;132;135
580;133;137
581;134;137
582;136;139
583;133;136
584;134;138
585;134;137
586;136;139
587;135;138
588;138;140
589;137;141
590;137;141
591;134;137
592;134;137
593;132;135
594;134;137
595;133;136
596;136;138
597;135;139
598;135;139
599;134;137
600;137;139
601;135;139
602;136;139
603;136;140
604;139;142
605;139;142
606;136;140
607;135;136
608;135;138
609;132;135
610;134;137
611;133;136
612;136;138
613;135;139
614;135;139
615;134;137
616;137;139
617;135;139
618;136;139
619;136;140
620;139;142
621;139;142
622;136;140
623;135;138
624;136;138
625;133;137
626;134;137
627;134;138
628;137;140
629;137;140
630;135;138
631;135;139
632;138;141
633;137;140
634;137;140
635;139;141
636;140;144
637;138;142
638;135;139
639;134;137
640;134;138
641;131;133
642;132;136
643;132;135
644;133;137
645;134;137
646;136;139
647;133;136
648;134;138
649;134;137
650;136;139
651;135;138
652;138;140
653;137;141
654;137;141
655;134;137
656;134;137
657;132;135
658;134;137
659;133;136
660;136;138
661;135;139
662;135;139
663;134;137
664;137;139
665;135;139
666;136;139
667;136;140
668;139;142
669;139;142
670;136;140
671;135;136
672;135;138
673;132;135
674;134;137
675;133;136
676;136;138
677;135;139
678;135;139
679;134;137
680;137;139
681;135;139
682;136;139
683;136;140
684;139;142
685;139;142
686;136;140
687;135;138
688;136;138
689;133;137
690;134;137
691;134;138
692;137;140
693;137;140
694;135;138
695;135;139
696;138;141
697;137;140
698;137;140
699;139;141
700;140;144
701;138;142
702;135;139
703;134;137
704;136;139
705;132;135
706;134;137
707;133;136
708;136;138
709;135;139
710;135;139
711;134;137
712;137;139
713;135;139
714;136;139
715;136;140
716;139;142
717;139;142
718;136;140
719;135;138
720;136;138
721;133;137
722;134;137
723;134;138
724;137;140
725;137;140
726;135;138
727;135;139
728;138;141
729;137;140
730;137;140
731;139;141
732;140;144
733;138;142
734;135;139
735;134;139
736;137;139
737;133;137
738;134;137
739;134;138
740;137;140
741;137;140
742;135;138
743;135;139
744;138;141
745;137;140
746;137;140
747;139;141
748;140;144
749;138;142
750;136;139
751;136;140
