rounds;hashValues;maxHashValues;leafValues;maxLeafValues
1;0;0;1;1
2;0;0;1;1
3;1;1;3;3
4;0;1;1;3
5;3;3;5;5
6;0;3;1;5
7;1;3;3;5
8;0;3;1;5
9;3;3;5;5
10;4;4;5;5
11;1;4;3;5
12;0;4;1;5
13;3;4;5;5
14;0;4;1;5
15;1;4;3;5
16;0;4;1;5
17;0;4;1;5
18;4;4;7;7
19;8;8;11;11
20;4;8;3;11
21;3;8;5;11
22;0;8;1;11
23;1;8;3;11
24;0;8;1;11
25;3;8;5;11
26;4;8;5;11
27;1;8;3;11
28;0;8;1;11
29;3;8;5;11
30;0;8;1;11
31;1;8;3;11
32;0;8;1;11
33;0;8;1;11
34;0;8;1;11
35;1;8;3;11
36;7;8;9;11
37;6;8;9;11
38;9;9;11;11
39;8;9;11;11
40;5;9;3;11
41;3;9;5;11
42;4;9;5;11
43;1;9;3;11
44;0;9;1;11
45;3;9;5;11
46;0;9;1;11
47;1;9;3;11
48;0;9;1;11
49;0;9;1;11
50;4;9;7;11
51;8;9;11;11
52;4;9;3;11
53;3;9;5;11
54;0;9;1;11
55;1;9;3;11
56;0;9;1;11
57;3;9;5;11
58;4;9;5;11
59;1;9;3;11
60;0;9;1;11
61;3;9;5;11
62;0;9;1;11
63;1;9;3;11
64;0;9;1;11
65;0;9;1;11
66;0;9;1;11
67;1;9;3;11
68;0;9;1;11
69;3;9;5;11
70;0;9;1;11
71;1;9;3;11
72;7;9;9;11
73;3;9;5;11
74;8;9;11;11
75;9;9;11;11
76;12;12;11;11
77;6;12;9;11
78;8;12;11;11
79;9;12;11;11
80;13;13;11;11
81;0;13;1;11
82;4;13;7;11
83;8;13;11;11
84;4;13;3;11
85;3;13;5;11
86;0;13;1;11
87;1;13;3;11
88;0;13;1;11
89;3;13;5;11
90;4;13;5;11
91;1;13;3;11
92;0;13;1;11
93;3;13;5;11
94;0;13;1;11
95;1;13;3;11
96;0;13;1;11
97;0;13;1;11
98;0;13;1;11
99;1;13;3;11
100;7;13;9;11
101;6;13;9;11
102;9;13;11;11
103;8;13;11;11
104;5;13;3;11
105;3;13;5;11
106;4;13;5;11
107;1;13;3;11
108;0;13;1;11
109;3;13;5;11
110;0;13;1;11
111;1;13;3;11
112;0;13;1;11
113;0;13;1;11
114;4;13;7;11
115;8;13;11;11
116;4;13;3;11
117;3;13;5;11
118;0;13;1;11
119;1;13;3;11
120;0;13;1;11
121;3;13;5;11
122;4;13;5;11
123;1;13;3;11
124;0;13;1;11
125;3;13;5;11
126;0;13;1;11
127;1;13;3;11
128;0;13;1;11
129;0;13;1;11
130;0;13;1;11
131;1;13;3;11
132;0;13;1;11
133;3;13;5;11
134;0;13;1;11
135;1;13;3;11
136;0;13;1;11
137;3;13;5;11
138;4;13;5;11
139;1;13;3;11
140;0;13;1;11
141;3;13;5;11
142;0;13;1;11
143;1;13;3;11
144;0;13;1;11
145;0;13;1;11
146;4;13;7;11
147;8;13;11;11
148;11;13;11;11
149;6;13;9;11
150;9;13;11;11
151;8;13;11;11
152;12;13;11;11
153;3;13;5;11
154;8;13;11;11
155;9;13;11;11
156;13;13;11;11
157;6;13;9;11
158;8;13;11;11
159;9;13;11;11
160;12;13;11;11
161;0;13;1;11
162;0;13;1;11
163;1;13;3;11
164;7;13;9;11
165;6;13;9;11
166;9;13;11;11
167;8;13;11;11
168;12;13;11;11
169;3;13;5;11
170;8;13;11;11
171;9;13;11;11
172;14;14;11;11
173;3;14;5;11
174;0;14;1;11
175;1;14;3;11
176;0;14;1;11
177;0;14;1;11
178;4;14;7;11
179;8;14;11;11
180;4;14;3;11
181;3;14;5;11
182;0;14;1;11
183;1;14;3;11
184;0;14;1;11
185;3;14;5;11
186;4;14;5;11
187;1;14;3;11
188;0;14;1;11
189;3;14;5;11
190;0;14;1;11
191;1;14;3;11
192;0;14;1;11
193;0;14;1;11
194;0;14;1;11
195;1;14;3;11
196;0;14;1;11
197;3;14;5;11
198;0;14;1;11
199;1;14;3;11
200;7;14;9;11
201;3;14;5;11
202;8;14;11;11
203;9;14;11;11
204;12;14;11;11
205;6;14;9;11
206;8;14;11;11
207;9;14;11;11
208;13;14;11;11
209;0;14;1;11
210;4;14;7;11
211;8;14;11;11
212;4;14;3;11
213;3;14;5;11
214;0;14;1;11
215;1;14;3;11
216;0;14;1;11
217;3;14;5;11
218;4;14;5;11
219;1;14;3;11
220;0;14;1;11
221;3;14;5;11
222;0;14;1;11
223;1;14;3;11
224;0;14;1;11
225;0;14;1;11
226;0;14;1;11
227;1;14;3;11
228;7;14;9;11
229;6;14;9;11
230;9;14;11;11
231;8;14;11;11
232;5;14;3;11
233;3;14;5;11
234;4;14;5;11
235;1;14;3;11
236;0;14;1;11
237;3;14;5;11
238;0;14;1;11
239;1;14;3;11
240;0;14;1;11
241;0;14;1;11
242;4;14;7;11
243;8;14;11;11
244;4;14;3;11
245;3;14;5;11
246;0;14;1;11
247;1;14;3;11
248;0;14;1;11
249;3;14;5;11
250;4;14;5;11
251;1;14;3;11
252;0;14;1;11
253;3;14;5;11
254;0;14;1;11
255;1;14;3;11
256;0;14;1;11
257;0;14;1;11
258;0;14;1;11
