rounds;hashValues;maxHashValues;leafValues;maxLeafValues
1;0;0;1;1
2;0;0;1;1
3;1;1;3;3
4;0;1;1;3
5;3;3;5;5
6;0;3;1;5
7;1;3;3;5
8;0;3;1;5
9;0;3;1;5
10;4;4;7;7
11;4;4;5;7
12;0;4;1;7
13;3;4;5;7
14;0;4;1;7
15;1;4;3;7
16;0;4;1;7
17;0;4;1;7
18;0;4;1;7
19;2;4;5;7
20;6;6;7;7
21;3;6;5;7
22;4;6;7;7
23;5;6;5;7
24;0;6;1;7
25;0;6;1;7
26;4;6;7;7
27;4;6;5;7
28;0;6;1;7
29;3;6;5;7
30;0;6;1;7
31;1;6;3;7
32;0;6;1;7
33;0;6;1;7
34;0;6;1;7
35;1;6;3;7
36;0;6;1;7
37;3;6;5;7
38;0;6;1;7
39;2;6;5;7
40;6;6;7;7
41;0;6;1;7
42;4;6;7;7
43;5;6;7;7
44;7;7;7;7
45;3;7;5;7
46;4;7;7;7
47;5;7;7;7
48;8;8;7;7
49;0;8;1;7
50;0;8;1;7
51;2;8;5;7
52;6;8;7;7
53;3;8;5;7
54;4;8;7;7
55;5;8;5;7
56;0;8;1;7
57;0;8;1;7
58;4;8;7;7
59;4;8;5;7
60;0;8;1;7
61;3;8;5;7
62;0;8;1;7
63;1;8;3;7
64;0;8;1;7
65;0;8;1;7
66;0;8;1;7
67;1;8;3;7
68;0;8;1;7
69;3;8;5;7
70;0;8;1;7
71;1;8;3;7
72;0;8;1;7
73;0;8;1;7
74;4;8;7;7
75;4;8;5;7
76;0;8;1;7
77;3;8;5;7
78;0;8;1;7
79;1;8;3;7
80;0;8;1;7
81;0;8;1;7
82;0;8;1;7
83;2;8;5;7
84;6;8;7;7
85;3;8;5;7
86;4;8;7;7
87;6;8;7;7
88;6;8;7;7
89;0;8;1;7
90;4;8;7;7
91;5;8;7;7
92;7;8;7;7
93;3;8;5;7
94;4;8;7;7
95;5;8;7;7
96;8;8;7;7
97;0;8;1;7
98;0;8;1;7
99;1;8;3;7
100;0;8;1;7
101;3;8;5;7
102;0;8;1;7
103;2;8;5;7
104;6;8;7;7
105;0;8;1;7
106;4;8;7;7
107;5;8;7;7
108;7;8;7;7
109;3;8;5;7
110;4;8;7;7
111;5;8;7;7
112;8;8;7;7
113;0;8;1;7
114;0;8;1;7
115;2;8;5;7
116;6;8;7;7
117;3;8;5;7
118;4;8;7;7
119;6;8;7;7
120;6;8;7;7
121;0;8;1;7
122;4;8;7;7
123;5;8;7;7
124;7;8;7;7
125;3;8;5;7
126;4;8;7;7
127;5;8;7;7
128;9;9;7;7
129;0;9;1;7
130;0;9;1;7
131;1;9;3;7
132;0;9;1;7
133;1;9;4;7
134;2;9;2;7
135;1;9;3;7
136;0;9;1;7
137;0;9;1;7
138;3;9;5;7
139;2;9;6;7
140;3;9;2;7
141;1;9;4;7
142;2;9;2;7
143;1;9;3;7
144;0;9;1;7
145;0;9;1;7
146;0;9;1;7
147;1;9;3;7
148;3;9;5;7
149;1;9;4;7
150;6;9;6;7
151;2;9;6;7
152;7;9;6;7
153;0;9;1;7
154;3;9;5;7
155;2;9;6;7
156;3;9;2;7
157;1;9;4;7
158;2;9;2;7
159;1;9;3;7
160;0;9;1;7
161;0;9;1;7
162;0;9;1;7
163;1;9;3;7
164;0;9;1;7
165;1;9;4;7
166;2;9;2;7
167;1;9;3;7
168;0;9;1;7
169;0;9;1;7
170;3;9;5;7
171;2;9;6;7
172;6;9;6;7
173;1;9;4;7
174;6;9;6;7
175;2;9;6;7
176;7;9;6;7
177;0;9;1;7
178;0;9;1;7
179;1;9;3;7
180;3;9;5;7
181;1;9;4;7
182;6;9;6;7
183;2;9;6;7
184;7;9;6;7
185;0;9;1;7
186;3;9;5;7
187;2;9;6;7
188;6;9;6;7
189;1;9;4;7
190;6;9;6;7
191;2;9;6;7
192;8;9;6;7
193;0;9;1;7
194;0;9;1;7
195;1;9;3;7
196;0;9;1;7
197;1;9;3;7
198;2;9;3;7
199;1;9;3;7
200;0;9;1;7
201;0;9;1;7
202;1;9;3;7
203;3;9;5;7
204;4;9;5;7
205;1;9;3;7
206;2;9;3;7
207;1;9;3;7
208;0;9;1;7
209;0;9;1;7
210;0;9;1;7
211;1;9;3;7
212;0;9;1;7
213;1;9;3;7
214;3;9;5;7
215;3;9;5;7
216;4;9;5;7
217;0;9;1;7
218;1;9;3;7
219;3;9;5;7
220;4;9;5;7
221;1;9;3;7
222;3;9;5;7
223;3;9;5;7
224;5;9;5;7
225;0;9;1;7
226;0;9;1;7
227;1;9;3;7
228;0;9;1;7
229;0;9;2;7
230;3;9;4;7
231;1;9;3;7
232;0;9;1;7
233;0;9;1;7
234;0;9;1;7
235;1;9;4;7
236;3;9;4;7
237;0;9;2;7
238;3;9;4;7
239;1;9;4;7
240;4;9;4;7
241;0;9;1;7
242;0;9;1;7
243;1;9;3;7
244;0;9;1;7
245;0;9;1;7
246;1;9;3;7
247;1;9;3;7
248;2;9;3;7
249;0;9;1;7
250;0;9;1;7
251;0;9;2;7
252;1;9;2;7
253;0;9;1;7
254;0;9;1;7
255;0;9;1;7
