rounds;hashValues;maxHashValues;leafValues;maxLeafValues
1;0;0;1;1
2;0;0;1;1
3;1;1;3;3
4;0;1;1;3
5;3;3;5;5
6;0;3;1;5
7;1;3;3;5
8;0;3;1;5
9;1;3;3;5
10;6;6;7;7
11;1;6;3;7
12;0;6;1;7
13;3;6;5;7
14;0;6;1;7
15;1;6;3;7
16;0;6;1;7
17;0;6;1;7
18;1;6;3;7
19;7;7;9;9
20;8;8;9;9
21;3;8;5;9
22;0;8;1;9
23;1;8;3;9
24;0;8;1;9
25;1;8;3;9
26;6;8;7;9
27;1;8;3;9
28;0;8;1;9
29;3;8;5;9
30;0;8;1;9
31;1;8;3;9
32;0;8;1;9
33;0;8;1;9
34;0;8;1;9
35;1;8;3;9
36;0;8;1;9
37;4;8;7;9
38;7;8;9;9
39;8;8;9;9
40;7;8;9;9
41;1;8;3;9
42;7;8;9;9
43;9;9;9;9
44;0;9;1;9
45;3;9;5;9
46;0;9;1;9
47;1;9;3;9
48;0;9;1;9
49;0;9;1;9
50;1;9;3;9
51;7;9;9;9
52;8;9;9;9
53;3;9;5;9
54;0;9;1;9
55;1;9;3;9
56;0;9;1;9
57;1;9;3;9
58;6;9;7;9
59;1;9;3;9
60;0;9;1;9
61;3;9;5;9
62;0;9;1;9
63;1;9;3;9
64;0;9;1;9
65;0;9;1;9
66;0;9;1;9
67;1;9;3;9
68;0;9;1;9
69;3;9;5;9
70;0;9;1;9
71;1;9;3;9
72;0;9;1;9
73;1;9;3;9
74;6;9;7;9
75;1;9;3;9
76;7;9;9;9
77;4;9;7;9
78;8;9;9;9
79;7;9;9;9
80;9;9;9;9
81;0;9;1;9
82;1;9;3;9
83;7;9;9;9
84;8;9;9;9
85;4;9;7;9
86;7;9;9;9
87;8;9;9;9
88;7;9;9;9
89;1;9;3;9
90;7;9;9;9
91;10;10;9;9
92;0;10;1;9
93;3;10;5;9
94;0;10;1;9
95;1;10;3;9
96;0;10;1;9
97;0;10;1;9
98;0;10;1;9
99;1;10;3;9
100;0;10;1;9
101;4;10;7;9
102;7;10;9;9
103;8;10;9;9
104;7;10;9;9
105;1;10;3;9
106;7;10;9;9
107;9;10;9;9
108;0;10;1;9
109;3;10;5;9
110;0;10;1;9
111;1;10;3;9
112;0;10;1;9
113;0;10;1;9
114;1;10;3;9
115;7;10;9;9
116;8;10;9;9
117;3;10;5;9
118;0;10;1;9
119;1;10;3;9
120;0;10;1;9
121;1;10;3;9
122;6;10;7;9
123;1;10;3;9
124;0;10;1;9
125;3;10;5;9
126;0;10;1;9
127;1;10;3;9
128;0;10;1;9
129;0;10;1;9
130;0;10;1;9
131;1;10;3;9
132;0;10;1;9
133;3;10;5;9
134;0;10;1;9
135;1;10;3;9
136;0;10;1;9
137;1;10;3;9
138;6;10;7;9
139;1;10;3;9
140;0;10;1;9
141;3;10;5;9
142;0;10;1;9
143;1;10;3;9
144;0;10;1;9
145;0;10;1;9
146;1;10;3;9
147;7;10;9;9
148;8;10;9;9
149;3;10;5;9
150;0;10;1;9
151;1;10;3;9
152;0;10;1;9
153;1;10;3;9
154;6;10;7;9
155;1;10;3;9
156;7;10;9;9
157;4;10;7;9
158;8;10;9;9
159;7;10;9;9
160;9;10;9;9
161;0;10;1;9
162;0;10;1;9
163;1;10;3;9
164;0;10;1;9
165;4;10;7;9
166;7;10;9;9
167;8;10;9;9
168;7;10;9;9
169;1;10;3;9
170;7;10;9;9
171;9;10;9;9
172;7;10;9;9
173;4;10;7;9
174;8;10;9;9
175;7;10;9;9
176;10;10;9;9
177;0;10;1;9
178;1;10;3;9
179;7;10;9;9
180;8;10;9;9
181;4;10;7;9
182;7;10;9;9
183;8;10;9;9
184;7;10;9;9
185;1;10;3;9
186;7;10;9;9
187;9;10;9;9
188;7;10;9;9
189;4;10;7;9
190;8;10;9;9
191;7;10;9;9
192;11;11;9;9
193;0;11;1;9
194;0;11;1;9
195;1;11;3;9
196;0;11;1;9
197;3;11;5;9
198;0;11;1;9
199;1;11;3;9
200;0;11;1;9
201;1;11;3;9
202;6;11;7;9
203;1;11;3;9
204;7;11;9;9
205;4;11;7;9
206;8;11;9;9
207;7;11;9;9
208;9;11;9;9
209;0;11;1;9
210;1;11;3;9
211;7;11;9;9
212;8;11;9;9
213;4;11;7;9
214;7;11;9;9
215;8;11;9;9
216;7;11;9;9
217;1;11;3;9
218;7;11;9;9
219;10;11;9;9
220;0;11;1;9
221;3;11;5;9
222;0;11;1;9
223;1;11;3;9
224;0;11;1;9
225;0;11;1;9
226;0;11;1;9
227;1;11;3;9
228;0;11;1;9
229;4;11;7;9
230;7;11;9;9
231;8;11;9;9
232;7;11;9;9
233;1;11;3;9
234;7;11;9;9
235;9;11;9;9
236;0;11;1;9
237;3;11;5;9
238;0;11;1;9
239;1;11;3;9
240;0;11;1;9
241;0;11;1;9
242;1;11;3;9
243;7;11;9;9
244;8;11;9;9
245;3;11;5;9
246;0;11;1;9
247;1;11;3;9
248;0;11;1;9
249;1;11;3;9
250;6;11;7;9
251;1;11;3;9
252;0;11;1;9
253;3;11;5;9
254;0;11;1;9
255;1;11;3;9
256;0;11;1;9
257;0;11;1;9
258;0;11;1;9
