round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1;3;3;3;1;1;1
2;2;2;3;0;0;1
3;3;3;3;1;1;1
4;2;2;3;0;0;1
5;3;3;3;1;1;1
6;2;2;3;0;0;1
7;3;3;3;1;1;1
8;2;2;3;0;0;1
9;3;3;3;1;1;1
10;2;2;3;0;0;1
11;3;3;3;1;1;1
12;2;2;3;0;0;1
13;3;3;3;1;1;1
14;2;2;3;0;0;1
15;3;3;3;1;1;1
16;2;2;3;0;0;1
17;3;3;3;1;1;1
18;2;2;3;0;0;1
19;3;3;3;1;1;1
20;2;2;3;0;0;1
21;3;3;3;1;1;1
22;2;2;3;0;0;1
23;3;3;3;1;1;1
24;2;2;3;0;0;1
25;3;3;3;1;1;1
26;2;2;3;0;0;1
27;3;3;3;1;1;1
28;2;2;3;0;0;1
29;3;3;3;1;1;1
30;2;2;3;0;0;1
31;3;3;3;1;1;1
32;2;2;3;0;0;1
33;3;3;3;1;1;1
34;2;2;3;0;0;1
35;3;3;3;1;1;1
36;2;2;3;0;0;1
37;3;3;3;1;1;1
38;2;2;3;0;0;1
39;3;3;3;1;1;1
40;2;2;3;0;0;1
41;3;3;3;1;1;1
42;2;2;3;0;0;1
43;3;3;3;1;1;1
44;2;2;3;0;0;1
45;3;3;3;1;1;1
46;2;2;3;0;0;1
47;3;3;3;1;1;1
48;2;2;3;0;0;1
49;3;3;3;1;1;1
50;2;2;3;0;0;1
51;3;3;3;1;1;1
52;2;2;3;0;0;1
53;3;3;3;1;1;1
54;2;2;3;0;0;1
55;3;3;3;1;1;1
56;2;2;3;0;0;1
57;3;3;3;1;1;1
58;2;2;3;0;0;1
59;3;3;3;1;1;1
60;2;2;3;0;0;1
61;3;3;3;1;1;1
62;2;2;3;0;0;1
63;3;3;3;1;1;1
64;2;2;3;0;0;1
65;3;3;3;1;1;1
66;2;2;3;0;0;1
67;3;3;3;1;1;1
68;2;2;3;0;0;1
69;3;3;3;1;1;1
70;2;2;3;0;0;1
71;3;3;3;1;1;1
72;2;2;3;0;0;1
73;3;3;3;1;1;1
74;2;2;3;0;0;1
75;3;3;3;1;1;1
76;2;2;3;0;0;1
77;3;3;3;1;1;1
78;2;2;3;0;0;1
79;3;3;3;1;1;1
80;2;2;3;0;0;1
81;3;3;3;1;1;1
82;2;2;3;0;0;1
83;3;3;3;1;1;1
84;2;2;3;0;0;1
85;3;3;3;1;1;1
86;2;2;3;0;0;1
87;3;3;3;1;1;1
88;2;2;3;0;0;1
89;3;3;3;1;1;1
90;2;2;3;0;0;1
91;3;3;3;1;1;1
92;2;2;3;0;0;1
93;3;3;3;1;1;1
94;2;2;3;0;0;1
95;3;3;3;1;1;1
96;2;2;3;0;0;1
97;3;3;3;1;1;1
98;2;2;3;0;0;1
99;3;3;3;1;1;1
100;2;2;3;0;0;1
101;3;3;3;1;1;1
102;2;2;3;0;0;1
103;3;3;3;1;1;1
104;2;2;3;0;0;1
105;3;3;3;1;1;1
106;2;2;3;0;0;1
107;3;3;3;1;1;1
108;2;2;3;0;0;1
109;3;3;3;1;1;1
110;2;2;3;0;0;1
111;3;3;3;1;1;1
112;2;2;3;0;0;1
113;3;3;3;1;1;1
114;2;2;3;0;0;1
115;3;3;3;1;1;1
116;2;2;3;0;0;1
117;3;3;3;1;1;1
118;2;2;3;0;0;1
119;3;3;3;1;1;1
120;2;2;3;0;0;1
121;3;3;3;1;1;1
122;2;2;3;0;0;1
123;3;3;3;1;1;1
124;2;2;3;0;0;1
125;3;3;3;1;1;1
126;2;2;3;0;0;1
127;3;3;3;1;1;1
128;2;2;3;0;0;1
129;3;3;3;1;1;1
130;2;2;3;0;0;1
131;3;3;3;1;1;1
132;2;2;3;0;0;1
133;3;3;3;1;1;1
134;2;2;3;0;0;1
135;3;3;3;1;1;1
136;2;2;3;0;0;1
137;3;3;3;1;1;1
138;2;2;3;0;0;1
139;3;3;3;1;1;1
140;2;2;3;0;0;1
141;3;3;3;1;1;1
142;2;2;3;0;0;1
143;3;3;3;1;1;1
144;2;2;3;0;0;1
145;3;3;3;1;1;1
146;2;2;3;0;0;1
147;3;3;3;1;1;1
148;2;2;3;0;0;1
149;3;3;3;1;1;1
150;2;2;3;0;0;1
151;3;3;3;1;1;1
152;2;2;3;0;0;1
153;3;3;3;1;1;1
154;2;2;3;0;0;1
155;3;3;3;1;1;1
156;2;2;3;0;0;1
157;3;3;3;1;1;1
158;2;2;3;0;0;1
159;3;3;3;1;1;1
160;2;2;3;0;0;1
161;3;3;3;1;1;1
162;2;2;3;0;0;1
163;3;3;3;1;1;1
164;2;2;3;0;0;1
165;3;3;3;1;1;1
166;2;2;3;0;0;1
167;3;3;3;1;1;1
168;2;2;3;0;0;1
169;3;3;3;1;1;1
170;2;2;3;0;0;1
171;3;3;3;1;1;1
172;2;2;3;0;0;1
173;3;3;3;1;1;1
174;2;2;3;0;0;1
175;3;3;3;1;1;1
176;2;2;3;0;0;1
177;3;3;3;1;1;1
178;2;2;3;0;0;1
179;3;3;3;1;1;1
180;2;2;3;0;0;1
181;3;3;3;1;1;1
182;2;2;3;0;0;1
183;3;3;3;1;1;1
184;2;2;3;0;0;1
