round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
128;1446;19;19;368;6;6
256;1701;23;23;496;6;6
384;1701;23;23;496;6;6
512;1702;23;23;496;6;6
640;1701;24;24;496;6;6
768;1957;25;25;624;6;6
896;1956;24;25;624;6;6
1024;1959;27;27;624;6;6
1152;1701;24;27;496;6;6
1280;1957;25;27;624;6;6
1408;1956;24;27;624;6;6
1536;1959;27;27;624;6;6
1664;1701;24;27;496;6;6
1792;1957;25;27;624;6;6
1920;1956;24;27;624;6;6
2048;1960;28;28;624;6;6
2176;1446;19;28;368;6;6
2304;1701;23;28;496;6;6
2432;1701;23;28;496;6;6
2560;1702;23;28;496;6;6
2688;1701;24;28;496;6;6
2816;1957;25;28;624;6;6
2944;1956;24;28;624;6;6
3072;1959;27;28;624;6;6
3200;1701;24;28;496;6;6
3328;1957;25;28;624;6;6
3456;1956;24;28;624;6;6
3584;1959;27;28;624;6;6
3712;1701;24;28;496;6;6
3840;1957;25;28;624;6;6
3968;1956;24;28;624;6;6
4096;1960;28;28;624;6;6
4224;1446;19;28;368;6;6
4352;1701;23;28;496;6;6
4480;1701;23;28;496;6;6
4608;1702;23;28;496;6;6
4736;1701;24;28;496;6;6
4864;1957;25;28;624;6;6
4992;1956;24;28;624;6;6
5120;1959;27;28;624;6;6
5248;1701;24;28;496;6;6
5376;1957;25;28;624;6;6
5504;1956;24;28;624;6;6
5632;1959;27;28;624;6;6
5760;1701;24;28;496;6;6
5888;1957;25;28;624;6;6
6016;1956;24;28;624;6;6
6144;1960;28;28;624;6;6
6272;1318;18;28;368;5;6
6400;1573;22;28;496;5;6
6528;1573;22;28;496;5;6
6656;1574;23;28;496;5;6
6784;1318;18;28;368;5;6
6912;1573;22;28;496;5;6
7040;1573;22;28;496;5;6
7168;1574;23;28;496;5;6
7296;1318;18;28;368;5;6
7424;1573;22;28;496;5;6
7552;1573;22;28;496;5;6
7680;1574;23;28;496;5;6
7808;1190;17;28;368;4;6
7936;1190;17;28;368;4;6
8064;1190;17;28;368;4;6
