rounds;hashValues;maxHashValues;leafValues;maxLeafValues
1;0;0;1;1
2;0;0;1;1
3;0;0;2;2
4;1;1;1;2
5;0;1;2;2
6;1;1;1;2
7;0;1;2;2
8;2;2;1;2
9;0;2;2;2
10;1;2;1;2
11;0;2;2;2
12;2;2;1;2
13;0;2;2;2
14;1;2;1;2
15;0;2;2;2
16;3;3;1;2
17;0;3;1;2
18;0;3;1;2
19;0;3;2;2
20;1;3;1;2
21;0;3;2;2
22;1;3;1;2
23;0;3;2;2
24;2;3;1;2
25;0;3;2;2
26;1;3;1;2
27;0;3;2;2
28;2;3;1;2
29;0;3;2;2
30;1;3;1;2
31;0;3;2;2
32;3;3;1;2
33;0;3;1;2
34;0;3;1;2
35;0;3;2;2
36;1;3;1;2
37;0;3;2;2
38;1;3;1;2
39;0;3;2;2
40;2;3;1;2
41;0;3;2;2
42;1;3;1;2
43;0;3;2;2
44;2;3;1;2
45;0;3;2;2
46;1;3;1;2
47;0;3;2;2
48;3;3;1;2
49;0;3;1;2
50;0;3;1;2
51;0;3;2;2
52;1;3;1;2
53;0;3;2;2
54;1;3;1;2
55;0;3;2;2
56;2;3;1;2
57;0;3;2;2
58;1;3;1;2
59;0;3;2;2
60;2;3;1;2
61;0;3;2;2
62;1;3;1;2
63;0;3;2;2
64;3;3;1;2
65;0;3;1;2
66;0;3;1;2
67;0;3;2;2
68;1;3;1;2
69;0;3;2;2
70;1;3;1;2
71;0;3;2;2
72;2;3;1;2
73;0;3;2;2
74;1;3;1;2
75;0;3;2;2
76;2;3;1;2
77;0;3;2;2
78;1;3;1;2
79;0;3;2;2
80;3;3;1;2
81;0;3;1;2
82;0;3;1;2
83;0;3;2;2
84;1;3;1;2
85;0;3;2;2
86;1;3;1;2
87;0;3;2;2
88;2;3;1;2
89;0;3;2;2
90;1;3;1;2
91;0;3;2;2
92;2;3;1;2
93;0;3;2;2
94;1;3;1;2
95;0;3;2;2
96;3;3;1;2
97;0;3;1;2
98;0;3;1;2
99;0;3;2;2
100;1;3;1;2
101;0;3;2;2
102;1;3;1;2
103;0;3;2;2
104;2;3;1;2
105;0;3;2;2
106;1;3;1;2
107;0;3;2;2
108;2;3;1;2
109;0;3;2;2
110;1;3;1;2
111;0;3;2;2
112;3;3;1;2
113;0;3;1;2
114;0;3;1;2
115;0;3;2;2
116;1;3;1;2
117;0;3;2;2
118;1;3;1;2
119;0;3;2;2
120;2;3;1;2
121;0;3;2;2
122;1;3;1;2
123;0;3;2;2
124;2;3;1;2
125;0;3;2;2
126;1;3;1;2
127;0;3;2;2
128;3;3;1;2
129;0;3;1;2
130;0;3;1;2
131;0;3;2;2
132;1;3;1;2
133;0;3;2;2
134;1;3;1;2
135;0;3;2;2
136;2;3;1;2
137;0;3;2;2
138;1;3;1;2
139;0;3;2;2
140;2;3;1;2
141;0;3;2;2
142;1;3;1;2
143;0;3;2;2
144;3;3;1;2
145;0;3;1;2
146;0;3;1;2
147;0;3;2;2
148;1;3;1;2
149;0;3;2;2
150;1;3;1;2
151;0;3;2;2
152;2;3;1;2
153;0;3;2;2
154;1;3;1;2
155;0;3;2;2
156;2;3;1;2
157;0;3;2;2
158;1;3;1;2
159;0;3;2;2
160;3;3;1;2
161;0;3;1;2
162;0;3;1;2
163;0;3;2;2
164;1;3;1;2
165;0;3;2;2
166;1;3;1;2
167;0;3;2;2
168;2;3;1;2
169;0;3;2;2
170;1;3;1;2
171;0;3;2;2
172;2;3;1;2
173;0;3;2;2
174;1;3;1;2
175;0;3;2;2
176;3;3;1;2
177;0;3;1;2
178;0;3;1;2
179;0;3;2;2
180;1;3;1;2
181;0;3;2;2
182;1;3;1;2
183;0;3;2;2
184;2;3;1;2
185;0;3;2;2
186;1;3;1;2
187;0;3;2;2
188;2;3;1;2
189;0;3;2;2
190;1;3;1;2
191;0;3;2;2
192;3;3;1;2
193;0;3;1;2
194;0;3;1;2
195;0;3;2;2
196;1;3;1;2
197;0;3;2;2
198;1;3;1;2
199;0;3;2;2
200;2;3;1;2
201;0;3;2;2
202;1;3;1;2
203;0;3;2;2
204;2;3;1;2
205;0;3;2;2
206;1;3;1;2
207;0;3;2;2
208;3;3;1;2
209;0;3;1;2
210;0;3;1;2
211;0;3;2;2
212;1;3;1;2
213;0;3;2;2
214;1;3;1;2
215;0;3;2;2
216;2;3;1;2
217;0;3;2;2
218;1;3;1;2
219;0;3;2;2
220;2;3;1;2
221;0;3;2;2
222;1;3;1;2
223;0;3;2;2
224;3;3;1;2
225;0;3;1;2
226;0;3;1;2
227;0;3;2;2
228;1;3;1;2
229;0;3;2;2
230;1;3;1;2
231;0;3;2;2
232;2;3;1;2
233;0;3;2;2
234;1;3;1;2
235;0;3;2;2
236;2;3;1;2
237;0;3;2;2
238;1;3;1;2
239;0;3;2;2
240;3;3;1;2
241;0;3;1;2
242;0;3;0;2
243;0;3;1;2
244;0;3;0;2
245;0;3;1;2
246;0;3;0;2
247;0;3;1;2
248;0;3;0;2
249;0;3;1;2
250;0;3;0;2
251;0;3;1;2
252;0;3;0;2
253;0;3;1;2
254;0;3;0;2
255;0;3;1;2
