rounds;hashValues;maxHashValues;leafValues;maxLeafValues
1;0;0;1;1
2;0;0;1;1
3;0;0;2;2
4;1;1;1;2
5;3;3;5;5
6;0;3;1;5
7;0;3;2;5
8;1;3;1;5
9;3;3;5;5
10;0;3;1;5
11;0;3;2;5
12;1;3;1;5
13;3;3;5;5
14;0;3;1;5
15;0;3;2;5
16;2;3;1;5
17;0;3;1;5
18;3;3;5;5
19;4;4;6;6
20;4;4;5;6
21;3;4;5;6
22;5;5;5;6
23;0;5;2;6
24;1;5;1;6
25;3;5;5;6
26;0;5;1;6
27;0;5;2;6
28;1;5;1;6
29;3;5;5;6
30;0;5;1;6
31;0;5;2;6
32;2;5;1;6
33;0;5;1;6
34;3;5;5;6
35;4;5;6;6
36;4;5;5;6
37;3;5;5;6
38;5;5;5;6
39;0;5;2;6
40;1;5;1;6
41;3;5;5;6
42;0;5;1;6
43;0;5;2;6
44;1;5;1;6
45;3;5;5;6
46;0;5;1;6
47;0;5;2;6
48;2;5;1;6
49;0;5;1;6
50;3;5;5;6
51;4;5;6;6
52;4;5;5;6
53;3;5;5;6
54;5;5;5;6
55;0;5;2;6
56;1;5;1;6
57;3;5;5;6
58;0;5;1;6
59;0;5;2;6
60;1;5;1;6
61;3;5;5;6
62;0;5;1;6
63;0;5;2;6
64;3;5;1;6
65;0;5;1;6
66;0;5;1;6
67;0;5;2;6
68;1;5;1;6
69;3;5;5;6
70;0;5;1;6
71;3;5;6;6
72;5;5;5;6
73;3;5;5;6
74;3;5;5;6
75;5;5;6;6
76;4;5;5;6
77;3;5;5;6
78;4;5;5;6
79;3;5;6;6
80;8;8;5;6
81;0;8;1;6
82;3;8;5;6
83;4;8;6;6
84;4;8;5;6
85;3;8;5;6
86;5;8;5;6
87;3;8;6;6
88;5;8;5;6
89;3;8;5;6
90;3;8;5;6
91;5;8;6;6
92;4;8;5;6
93;3;8;5;6
94;4;8;5;6
95;3;8;6;6
96;9;9;5;6
97;0;9;1;6
98;3;9;5;6
99;4;9;6;6
100;4;9;5;6
101;3;9;5;6
102;5;9;5;6
103;0;9;2;6
104;1;9;1;6
105;3;9;5;6
106;0;9;1;6
107;0;9;2;6
108;1;9;1;6
109;3;9;5;6
110;0;9;1;6
111;0;9;2;6
112;2;9;1;6
113;0;9;1;6
114;3;9;5;6
115;4;9;6;6
116;4;9;5;6
117;3;9;5;6
118;5;9;5;6
119;0;9;2;6
120;1;9;1;6
121;3;9;5;6
122;0;9;1;6
123;0;9;2;6
124;1;9;1;6
125;3;9;5;6
126;0;9;1;6
127;0;9;2;6
128;3;9;1;6
129;0;9;1;6
130;0;9;1;6
131;0;9;2;6
132;1;9;1;6
133;3;9;5;6
134;0;9;1;6
135;3;9;6;6
136;5;9;5;6
137;3;9;5;6
138;3;9;5;6
139;5;9;6;6
140;4;9;5;6
141;3;9;5;6
142;4;9;5;6
143;3;9;6;6
144;8;9;5;6
145;0;9;1;6
146;3;9;5;6
147;4;9;6;6
148;4;9;5;6
149;3;9;5;6
150;5;9;5;6
151;3;9;6;6
152;5;9;5;6
153;3;9;5;6
154;3;9;5;6
155;5;9;6;6
156;4;9;5;6
157;3;9;5;6
158;4;9;5;6
159;3;9;6;6
160;9;9;5;6
161;0;9;1;6
162;3;9;5;6
163;4;9;6;6
164;4;9;5;6
165;3;9;5;6
166;5;9;5;6
167;0;9;2;6
168;1;9;1;6
169;3;9;5;6
170;0;9;1;6
171;0;9;2;6
172;1;9;1;6
173;3;9;5;6
174;0;9;1;6
175;0;9;2;6
176;2;9;1;6
177;0;9;1;6
178;3;9;5;6
179;4;9;6;6
180;4;9;5;6
181;3;9;5;6
182;5;9;5;6
183;0;9;2;6
184;1;9;1;6
185;3;9;5;6
186;0;9;1;6
187;0;9;2;6
188;1;9;1;6
189;3;9;5;6
190;0;9;1;6
191;0;9;2;6
192;3;9;1;6
193;0;9;1;6
194;0;9;1;6
195;0;9;2;6
196;1;9;1;6
197;3;9;5;6
198;0;9;1;6
199;3;9;6;6
200;5;9;5;6
201;3;9;5;6
202;3;9;5;6
203;5;9;6;6
204;4;9;5;6
205;3;9;5;6
206;4;9;5;6
207;3;9;6;6
208;8;9;5;6
209;0;9;1;6
210;3;9;5;6
211;4;9;6;6
212;4;9;5;6
213;3;9;5;6
214;5;9;5;6
215;3;9;6;6
216;5;9;5;6
217;3;9;5;6
218;3;9;5;6
219;5;9;6;6
220;4;9;5;6
221;3;9;5;6
222;4;9;5;6
223;3;9;6;6
224;9;9;5;6
225;0;9;1;6
226;3;9;5;6
227;4;9;6;6
228;4;9;5;6
229;3;9;5;6
230;5;9;5;6
231;0;9;2;6
232;1;9;1;6
233;3;9;5;6
234;0;9;1;6
235;0;9;2;6
236;1;9;1;6
237;3;9;5;6
238;0;9;1;6
239;0;9;2;6
240;2;9;1;6
241;0;9;1;6
242;3;9;5;6
243;4;9;6;6
244;4;9;5;6
245;3;9;5;6
246;5;9;5;6
247;0;9;2;6
248;1;9;1;6
249;3;9;5;6
250;0;9;1;6
251;0;9;2;6
252;1;9;1;6
253;3;9;5;6
254;0;9;1;6
255;0;9;2;6
256;4;9;1;6
257;0;9;1;6
258;0;9;1;6
