round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
8;51;8;8;11;2;2
16;66;12;12;19;3;3
24;66;12;12;19;3;3
32;67;13;13;19;3;3
40;66;12;13;19;3;3
48;67;13;13;19;3;3
56;66;12;13;19;3;3
64;68;14;14;19;3;3
72;51;8;14;11;2;3
80;66;12;14;19;3;3
88;66;12;14;19;3;3
96;67;13;14;19;3;3
104;66;12;14;19;3;3
112;67;13;14;19;3;3
120;66;12;14;19;3;3
128;68;14;14;19;3;3
136;51;8;14;11;2;3
144;66;12;14;19;3;3
152;66;12;14;19;3;3
160;67;13;14;19;3;3
168;66;12;14;19;3;3
176;67;13;14;19;3;3
184;66;12;14;19;3;3
192;68;14;14;19;3;3
200;51;8;14;11;2;3
208;66;12;14;19;3;3
216;66;12;14;19;3;3
224;67;13;14;19;3;3
232;66;12;14;19;3;3
240;67;13;14;19;3;3
248;66;12;14;19;3;3
256;68;14;14;19;3;3
264;51;8;14;11;2;3
272;66;12;14;19;3;3
280;66;12;14;19;3;3
288;67;13;14;19;3;3
296;66;12;14;19;3;3
304;67;13;14;19;3;3
312;66;12;14;19;3;3
320;68;14;14;19;3;3
328;51;8;14;11;2;3
336;66;12;14;19;3;3
344;66;12;14;19;3;3
352;67;13;14;19;3;3
360;66;12;14;19;3;3
368;67;13;14;19;3;3
376;66;12;14;19;3;3
384;68;14;14;19;3;3
392;51;8;14;11;2;3
400;66;12;14;19;3;3
408;66;12;14;19;3;3
416;67;13;14;19;3;3
424;66;12;14;19;3;3
432;67;13;14;19;3;3
440;66;12;14;19;3;3
448;68;14;14;19;3;3
456;43;7;14;11;2;3
464;43;7;14;11;2;3
472;43;7;14;11;2;3
480;43;7;14;11;2;3
488;43;7;14;11;2;3
496;43;7;14;11;2;3
504;43;7;14;11;2;3
