round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1;8;8;8;1;1;1
2;8;8;8;1;1;1
3;11;11;11;3;3;3
4;8;8;11;1;1;3
5;11;11;11;3;3;3
6;12;12;12;3;3;3
7;11;11;12;3;3;3
8;8;8;12;1;1;3
9;8;8;12;1;1;3
10;11;11;12;3;3;3
11;15;15;15;5;5;5
12;16;16;16;5;5;5
13;11;11;16;3;3;5
14;12;12;16;3;3;5
15;11;11;16;3;3;5
16;8;8;16;1;1;5
17;8;8;16;1;1;5
18;8;8;16;1;1;5
19;11;11;16;3;3;5
20;8;8;16;1;1;5
21;11;11;16;3;3;5
22;15;15;16;5;5;5
23;15;15;16;5;5;5
24;16;16;16;5;5;5
25;8;8;16;1;1;5
26;11;11;16;3;3;5
27;15;15;16;5;5;5
28;16;16;16;5;5;5
29;11;11;16;3;3;5
30;15;15;16;5;5;5
31;15;15;16;5;5;5
32;17;17;17;5;5;5
33;7;7;17;1;1;5
34;7;7;17;1;1;5
35;10;10;17;3;3;5
36;7;7;17;1;1;5
37;8;8;17;2;2;5
38;13;13;17;4;4;5
39;10;10;17;3;3;5
40;7;7;17;1;1;5
41;7;7;17;1;1;5
42;7;7;17;1;1;5
43;11;11;17;4;4;5
44;13;13;17;4;4;5
45;8;8;17;2;2;5
46;13;13;17;4;4;5
47;11;11;17;4;4;5
48;14;14;17;4;4;5
49;6;6;17;1;1;5
50;6;6;17;1;1;5
51;9;9;17;3;3;5
52;6;6;17;1;1;5
53;6;6;17;1;1;5
54;9;9;17;3;3;5
55;9;9;17;3;3;5
56;10;10;17;3;3;5
57;5;5;17;1;1;5
58;5;5;17;1;1;5
59;6;6;17;2;2;5
60;7;7;17;2;2;5
61;4;4;17;1;1;5
62;4;4;17;1;1;5
63;3;3;17;1;1;5
