round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
512;5541;20;20;1600;5;5
1024;6564;26;26;2112;5;5
1536;6564;26;26;2112;5;5
2048;6565;27;27;2112;5;5
2560;6564;26;27;2112;5;5
3072;6565;27;27;2112;5;5
3584;6564;26;27;2112;5;5
4096;6566;28;28;2112;5;5
4608;5541;20;28;1600;5;5
5120;6564;26;28;2112;5;5
5632;6564;26;28;2112;5;5
6144;6565;27;28;2112;5;5
6656;6564;26;28;2112;5;5
7168;6565;27;28;2112;5;5
7680;6564;26;28;2112;5;5
8192;6566;28;28;2112;5;5
8704;5541;20;28;1600;5;5
9216;6564;26;28;2112;5;5
9728;6564;26;28;2112;5;5
10240;6565;27;28;2112;5;5
10752;6564;26;28;2112;5;5
11264;6565;27;28;2112;5;5
11776;6564;26;28;2112;5;5
12288;6566;28;28;2112;5;5
12800;5541;20;28;1600;5;5
13312;6564;26;28;2112;5;5
13824;6564;26;28;2112;5;5
14336;6565;27;28;2112;5;5
14848;6564;26;28;2112;5;5
15360;6565;27;28;2112;5;5
15872;6564;26;28;2112;5;5
16384;6566;28;28;2112;5;5
16896;5541;20;28;1600;5;5
17408;6564;26;28;2112;5;5
17920;6564;26;28;2112;5;5
18432;6565;27;28;2112;5;5
18944;6564;26;28;2112;5;5
19456;6565;27;28;2112;5;5
19968;6564;26;28;2112;5;5
20480;6566;28;28;2112;5;5
20992;5541;20;28;1600;5;5
21504;6564;26;28;2112;5;5
22016;6564;26;28;2112;5;5
22528;6565;27;28;2112;5;5
23040;6564;26;28;2112;5;5
23552;6565;27;28;2112;5;5
24064;6564;26;28;2112;5;5
24576;6566;28;28;2112;5;5
25088;5541;20;28;1600;5;5
25600;6564;26;28;2112;5;5
26112;6564;26;28;2112;5;5
26624;6565;27;28;2112;5;5
27136;6564;26;28;2112;5;5
27648;6565;27;28;2112;5;5
28160;6564;26;28;2112;5;5
28672;6566;28;28;2112;5;5
29184;5029;20;28;1600;4;5
29696;5029;20;28;1600;4;5
30208;5029;20;28;1600;4;5
30720;5029;20;28;1600;4;5
31232;5029;20;28;1600;4;5
31744;5029;20;28;1600;4;5
32256;5029;20;28;1600;4;5
