round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1024;2560;3;3;512;1;1
2048;2560;3;3;512;1;1
3072;2560;3;3;512;1;1
4096;2560;3;3;512;1;1
5120;2560;3;3;512;1;1
6144;2560;3;3;512;1;1
7168;2560;3;3;512;1;1
8192;2560;3;3;512;1;1
9216;2560;3;3;512;1;1
10240;2560;3;3;512;1;1
11264;2560;3;3;512;1;1
12288;2560;3;3;512;1;1
13312;2560;3;3;512;1;1
14336;2560;3;3;512;1;1
15360;2560;3;3;512;1;1
16384;2560;3;3;512;1;1
17408;2560;3;3;512;1;1
18432;2560;3;3;512;1;1
19456;2560;3;3;512;1;1
20480;2560;3;3;512;1;1
21504;2560;3;3;512;1;1
22528;2560;3;3;512;1;1
23552;2560;3;3;512;1;1
24576;2560;3;3;512;1;1
25600;2560;3;3;512;1;1
26624;2560;3;3;512;1;1
27648;2560;3;3;512;1;1
28672;2560;3;3;512;1;1
29696;2560;3;3;512;1;1
30720;2560;3;3;512;1;1
31744;2560;3;3;512;1;1
32768;2560;3;3;512;1;1
33792;2560;3;3;512;1;1
34816;2560;3;3;512;1;1
35840;2560;3;3;512;1;1
36864;2560;3;3;512;1;1
37888;2560;3;3;512;1;1
38912;2560;3;3;512;1;1
39936;2560;3;3;512;1;1
40960;2560;3;3;512;1;1
41984;2560;3;3;512;1;1
43008;2560;3;3;512;1;1
44032;2560;3;3;512;1;1
45056;2560;3;3;512;1;1
46080;2560;3;3;512;1;1
47104;2560;3;3;512;1;1
48128;2560;3;3;512;1;1
49152;2560;3;3;512;1;1
50176;2560;3;3;512;1;1
51200;2560;3;3;512;1;1
52224;2560;3;3;512;1;1
53248;2560;3;3;512;1;1
54272;2560;3;3;512;1;1
55296;2560;3;3;512;1;1
56320;2560;3;3;512;1;1
57344;2560;3;3;512;1;1
58368;2560;3;3;512;1;1
59392;2560;3;3;512;1;1
60416;2560;3;3;512;1;1
61440;2560;3;3;512;1;1
62464;2560;3;3;512;1;1
63488;2560;3;3;512;1;1
64512;2560;3;3;512;1;1
