rounds;hashValues;maxHashValues;leafValues;maxLeafValues
1;0;0;1;1
2;0;0;1;1
3;0;0;2;2
4;1;1;1;2
5;0;1;2;2
6;1;1;1;2
7;0;1;2;2
8;2;2;1;2
9;0;2;2;2
10;1;2;2;2
11;0;2;3;3
12;3;3;2;3
13;0;3;3;3
14;2;3;2;3
15;0;3;3;3
16;5;5;2;3
17;0;5;2;3
18;1;5;2;3
19;0;5;3;3
20;3;5;2;3
21;0;5;3;3
22;2;5;2;3
23;0;5;3;3
24;5;5;2;3
25;0;5;2;3
26;1;5;2;3
27;0;5;3;3
28;3;5;2;3
29;0;5;3;3
30;2;5;2;3
31;0;5;3;3
32;6;6;2;3
33;0;6;2;3
34;1;6;2;3
35;0;6;3;3
36;3;6;2;3
37;0;6;3;3
38;2;6;2;3
39;0;6;3;3
40;5;6;2;3
41;0;6;2;3
42;1;6;2;3
43;0;6;3;3
44;3;6;2;3
45;0;6;3;3
46;2;6;2;3
47;0;6;3;3
48;6;6;2;3
49;0;6;2;3
50;1;6;2;3
51;0;6;3;3
52;3;6;2;3
53;0;6;3;3
54;2;6;2;3
55;0;6;3;3
56;5;6;2;3
57;0;6;2;3
58;1;6;2;3
59;0;6;3;3
60;3;6;2;3
61;0;6;3;3
62;2;6;2;3
63;0;6;3;3
64;7;7;2;3
65;0;7;1;3
66;0;7;1;3
67;0;7;2;3
68;1;7;1;3
69;0;7;2;3
70;1;7;1;3
71;0;7;2;3
72;2;7;1;3
73;0;7;2;3
74;1;7;2;3
75;0;7;3;3
76;3;7;2;3
77;0;7;3;3
78;2;7;2;3
79;0;7;3;3
80;5;7;2;3
81;0;7;2;3
82;1;7;2;3
83;0;7;3;3
84;3;7;2;3
85;0;7;3;3
86;2;7;2;3
87;0;7;3;3
88;5;7;2;3
89;0;7;2;3
90;1;7;2;3
91;0;7;3;3
92;3;7;2;3
93;0;7;3;3
94;2;7;2;3
95;0;7;3;3
96;6;7;2;3
97;0;7;2;3
98;1;7;2;3
99;0;7;3;3
100;3;7;2;3
101;0;7;3;3
102;2;7;2;3
103;0;7;3;3
104;5;7;2;3
105;0;7;2;3
106;1;7;2;3
107;0;7;3;3
108;3;7;2;3
109;0;7;3;3
110;2;7;2;3
111;0;7;3;3
112;6;7;2;3
113;0;7;2;3
114;1;7;2;3
115;0;7;3;3
116;3;7;2;3
117;0;7;3;3
118;2;7;2;3
119;0;7;3;3
120;5;7;2;3
121;0;7;2;3
122;1;7;2;3
123;0;7;3;3
124;3;7;2;3
125;0;7;3;3
126;2;7;2;3
127;0;7;3;3
128;7;7;2;3
129;0;7;1;3
130;0;7;1;3
131;0;7;2;3
132;1;7;1;3
133;0;7;2;3
134;1;7;1;3
135;0;7;2;3
136;2;7;1;3
137;0;7;2;3
138;1;7;2;3
139;0;7;3;3
140;3;7;2;3
141;0;7;3;3
142;2;7;2;3
143;0;7;3;3
144;5;7;2;3
145;0;7;2;3
146;1;7;2;3
147;0;7;3;3
148;3;7;2;3
149;0;7;3;3
150;2;7;2;3
151;0;7;3;3
152;5;7;2;3
153;0;7;2;3
154;1;7;2;3
155;0;7;3;3
156;3;7;2;3
157;0;7;3;3
158;2;7;2;3
159;0;7;3;3
160;6;7;2;3
161;0;7;2;3
162;1;7;2;3
163;0;7;3;3
164;3;7;2;3
165;0;7;3;3
166;2;7;2;3
167;0;7;3;3
168;5;7;2;3
169;0;7;2;3
170;1;7;2;3
171;0;7;3;3
172;3;7;2;3
173;0;7;3;3
174;2;7;2;3
175;0;7;3;3
176;6;7;2;3
177;0;7;2;3
178;1;7;2;3
179;0;7;3;3
180;3;7;2;3
181;0;7;3;3
182;2;7;2;3
183;0;7;3;3
184;5;7;2;3
185;0;7;2;3
186;1;7;2;3
187;0;7;3;3
188;3;7;2;3
189;0;7;3;3
190;2;7;2;3
191;0;7;3;3
192;7;7;2;3
193;0;7;1;3
194;0;7;1;3
195;0;7;2;3
196;1;7;1;3
197;0;7;2;3
198;1;7;1;3
199;0;7;2;3
200;2;7;1;3
201;0;7;2;3
202;1;7;2;3
203;0;7;3;3
204;3;7;2;3
205;0;7;3;3
206;2;7;2;3
207;0;7;3;3
208;5;7;2;3
209;0;7;2;3
210;1;7;2;3
211;0;7;3;3
212;3;7;2;3
213;0;7;3;3
214;2;7;2;3
215;0;7;3;3
216;5;7;2;3
217;0;7;2;3
218;1;7;2;3
219;0;7;3;3
220;3;7;2;3
221;0;7;3;3
222;2;7;2;3
223;0;7;3;3
224;6;7;2;3
225;0;7;2;3
226;1;7;2;3
227;0;7;3;3
228;3;7;2;3
229;0;7;3;3
230;2;7;2;3
231;0;7;3;3
232;5;7;2;3
233;0;7;2;3
234;1;7;2;3
235;0;7;3;3
236;3;7;2;3
237;0;7;3;3
238;2;7;2;3
239;0;7;3;3
240;6;7;2;3
241;0;7;2;3
242;1;7;2;3
243;0;7;3;3
244;3;7;2;3
245;0;7;3;3
246;2;7;2;3
247;0;7;3;3
248;5;7;2;3
249;0;7;2;3
250;1;7;2;3
251;0;7;3;3
252;3;7;2;3
253;0;7;3;3
254;2;7;2;3
255;0;7;3;3
256;7;7;2;3
257;0;7;1;3
258;0;7;1;3
