round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
64;581;13;13;144;4;4
128;708;19;19;208;4;4
192;708;19;19;208;4;4
256;709;20;20;208;4;4
320;708;19;20;208;4;4
384;709;20;20;208;4;4
448;708;19;20;208;4;4
512;710;21;21;208;4;4
576;581;13;21;144;4;4
640;708;19;21;208;4;4
704;708;19;21;208;4;4
768;709;20;21;208;4;4
832;708;19;21;208;4;4
896;709;20;21;208;4;4
960;708;19;21;208;4;4
1024;710;21;21;208;4;4
1088;581;13;21;144;4;4
1152;708;19;21;208;4;4
1216;708;19;21;208;4;4
1280;709;20;21;208;4;4
1344;708;19;21;208;4;4
1408;709;20;21;208;4;4
1472;708;19;21;208;4;4
1536;710;21;21;208;4;4
1600;581;13;21;144;4;4
1664;708;19;21;208;4;4
1728;708;19;21;208;4;4
1792;709;20;21;208;4;4
1856;708;19;21;208;4;4
1920;709;20;21;208;4;4
1984;708;19;21;208;4;4
2048;710;21;21;208;4;4
2112;581;13;21;144;4;4
2176;708;19;21;208;4;4
2240;708;19;21;208;4;4
2304;709;20;21;208;4;4
2368;708;19;21;208;4;4
2432;709;20;21;208;4;4
2496;708;19;21;208;4;4
2560;710;21;21;208;4;4
2624;581;13;21;144;4;4
2688;708;19;21;208;4;4
2752;708;19;21;208;4;4
2816;709;20;21;208;4;4
2880;708;19;21;208;4;4
2944;709;20;21;208;4;4
3008;708;19;21;208;4;4
3072;710;21;21;208;4;4
3136;581;13;21;144;4;4
3200;708;19;21;208;4;4
3264;708;19;21;208;4;4
3328;709;20;21;208;4;4
3392;708;19;21;208;4;4
3456;709;20;21;208;4;4
3520;708;19;21;208;4;4
3584;710;21;21;208;4;4
3648;517;14;21;144;3;4
3712;517;14;21;144;3;4
3776;517;14;21;144;3;4
3840;517;14;21;144;3;4
3904;517;14;21;144;3;4
3968;517;14;21;144;3;4
4032;517;14;21;144;3;4
