round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
256;5633;42;42;1152;13;13
512;6144;44;44;1408;13;13
768;6656;45;45;1664;13;13
1024;6144;44;45;1408;13;13
1280;6656;45;45;1664;13;13
1536;7168;46;46;1920;13;13
1792;6656;45;46;1664;13;13
2048;6144;44;46;1408;13;13
2304;5633;42;46;1152;13;13
2560;7167;45;46;1920;13;13
2816;7680;46;46;2176;13;13
3072;8192;47;47;2432;13;13
3328;6656;45;47;1664;13;13
3584;7168;46;47;1920;13;13
3840;6656;45;47;1664;13;13
4096;6144;44;47;1408;13;13
4352;5633;42;47;1152;13;13
4608;6144;44;47;1408;13;13
4864;6656;45;47;1664;13;13
5120;6144;44;47;1408;13;13
5376;6656;45;47;1664;13;13
5632;8191;46;47;2432;13;13
5888;7680;46;47;2176;13;13
6144;8192;47;47;2432;13;13
6400;5633;42;47;1152;13;13
6656;7167;45;47;1920;13;13
6912;7680;46;47;2176;13;13
7168;8192;47;47;2432;13;13
7424;6656;45;47;1664;13;13
7680;8191;46;47;2432;13;13
7936;7680;46;47;2176;13;13
8192;8193;48;48;2432;13;13
8448;5377;41;48;1152;12;13
8704;5888;42;48;1408;12;13
8960;6400;43;48;1664;12;13
9216;5888;42;48;1408;12;13
9472;5888;42;48;1408;12;13
9728;7424;44;48;2176;12;13
9984;6400;43;48;1664;12;13
10240;5888;42;48;1408;12;13
10496;5377;41;48;1152;12;13
10752;5888;42;48;1408;12;13
11008;6911;43;48;1920;12;13
11264;7424;44;48;2176;12;13
11520;5888;42;48;1408;12;13
11776;7424;44;48;2176;12;13
12032;6911;43;48;1920;12;13
12288;7425;45;48;2176;12;13
12544;5121;38;48;1152;11;13
12800;5632;39;48;1408;11;13
13056;6144;40;48;1664;11;13
13312;5632;39;48;1408;11;13
13568;5121;38;48;1152;11;13
13824;6655;40;48;1920;11;13
14080;6144;40;48;1664;11;13
14336;6656;41;48;1920;11;13
14592;4865;36;48;1152;10;13
14848;5376;37;48;1408;10;13
15104;5376;37;48;1408;10;13
15360;5888;38;48;1664;10;13
15616;4609;31;48;1152;9;13
15872;5120;32;48;1408;9;13
16128;4353;29;48;1152;8;13
