round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
2;8;4;4;2;1;1
4;10;5;5;3;2;2
6;10;5;5;3;2;2
8;11;6;6;3;2;2
10;10;5;6;3;2;2
12;11;6;6;3;2;2
14;10;5;6;3;2;2
16;12;7;7;3;2;2
18;8;4;7;2;1;2
20;10;5;7;3;2;2
22;10;5;7;3;2;2
24;11;6;7;3;2;2
26;10;5;7;3;2;2
28;11;6;7;3;2;2
30;10;5;7;3;2;2
32;12;7;7;3;2;2
34;8;4;7;2;1;2
36;10;5;7;3;2;2
38;10;5;7;3;2;2
40;11;6;7;3;2;2
42;10;5;7;3;2;2
44;11;6;7;3;2;2
46;10;5;7;3;2;2
48;12;7;7;3;2;2
50;8;4;7;2;1;2
52;10;5;7;3;2;2
54;10;5;7;3;2;2
56;11;6;7;3;2;2
58;10;5;7;3;2;2
60;11;6;7;3;2;2
62;10;5;7;3;2;2
64;12;7;7;3;2;2
66;8;4;7;2;1;2
68;10;5;7;3;2;2
70;10;5;7;3;2;2
72;11;6;7;3;2;2
74;10;5;7;3;2;2
76;11;6;7;3;2;2
78;10;5;7;3;2;2
80;12;7;7;3;2;2
82;8;4;7;2;1;2
84;10;5;7;3;2;2
86;10;5;7;3;2;2
88;11;6;7;3;2;2
90;10;5;7;3;2;2
92;11;6;7;3;2;2
94;10;5;7;3;2;2
96;12;7;7;3;2;2
98;8;4;7;2;1;2
100;10;5;7;3;2;2
102;10;5;7;3;2;2
104;11;6;7;3;2;2
106;10;5;7;3;2;2
108;11;6;7;3;2;2
110;10;5;7;3;2;2
112;12;7;7;3;2;2
114;5;3;7;1;1;2
116;5;3;7;1;1;2
118;5;3;7;1;1;2
120;5;3;7;1;1;2
122;5;3;7;1;1;2
124;5;3;7;1;1;2
126;5;3;7;1;1;2
