round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1;5;5;5;1;1;1
2;5;5;5;1;1;1
3;6;6;6;2;2;2
4;6;6;6;1;1;2
5;6;6;6;2;2;2
6;7;7;7;2;2;2
7;7;7;7;3;3;3
8;9;9;9;2;2;3
9;6;6;9;2;2;3
10;7;7;9;2;2;3
11;7;7;9;3;3;3
12;9;9;9;2;2;3
13;6;6;9;2;2;3
14;7;7;9;2;2;3
15;7;7;9;3;3;3
16;10;10;10;2;2;3
17;5;5;10;1;1;3
18;5;5;10;1;1;3
19;6;6;10;2;2;3
20;6;6;10;1;1;3
21;6;6;10;2;2;3
22;7;7;10;2;2;3
23;7;7;10;3;3;3
24;9;9;10;2;2;3
25;6;6;10;2;2;3
26;7;7;10;2;2;3
27;7;7;10;3;3;3
28;9;9;10;2;2;3
29;6;6;10;2;2;3
30;7;7;10;2;2;3
31;7;7;10;3;3;3
32;10;10;10;2;2;3
33;5;5;10;1;1;3
34;5;5;10;1;1;3
35;6;6;10;2;2;3
36;6;6;10;1;1;3
37;6;6;10;2;2;3
38;7;7;10;2;2;3
39;7;7;10;3;3;3
40;9;9;10;2;2;3
41;6;6;10;2;2;3
42;7;7;10;2;2;3
43;7;7;10;3;3;3
44;9;9;10;2;2;3
45;6;6;10;2;2;3
46;7;7;10;2;2;3
47;7;7;10;3;3;3
48;10;10;10;2;2;3
49;4;4;10;1;1;3
50;4;4;10;1;1;3
51;5;5;10;2;2;3
52;5;5;10;1;1;3
53;4;4;10;1;1;3
54;4;4;10;1;1;3
55;5;5;10;2;2;3
56;5;5;10;1;1;3
57;4;4;10;1;1;3
58;4;4;10;1;1;3
59;5;5;10;2;2;3
60;5;5;10;1;1;3
61;3;3;10;1;1;3
62;2;2;10;0;0;3
63;3;3;10;1;1;3
