round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1;4;4;4;1;1;1
2;4;4;4;1;1;1
3;5;5;5;2;2;2
4;5;5;5;1;1;2
5;5;5;5;2;2;2
6;5;5;5;1;1;2
7;5;5;5;2;2;2
8;6;6;6;1;1;2
9;4;4;6;1;1;2
10;4;4;6;1;1;2
11;5;5;6;2;2;2
12;5;5;6;1;1;2
13;5;5;6;2;2;2
14;5;5;6;1;1;2
15;5;5;6;2;2;2
16;6;6;6;1;1;2
17;4;4;6;1;1;2
18;4;4;6;1;1;2
19;5;5;6;2;2;2
20;5;5;6;1;1;2
21;5;5;6;2;2;2
22;5;5;6;1;1;2
23;5;5;6;2;2;2
24;6;6;6;1;1;2
25;4;4;6;1;1;2
26;4;4;6;1;1;2
27;5;5;6;2;2;2
28;5;5;6;1;1;2
29;5;5;6;2;2;2
30;5;5;6;1;1;2
31;5;5;6;2;2;2
32;6;6;6;1;1;2
33;4;4;6;1;1;2
34;4;4;6;1;1;2
35;5;5;6;2;2;2
36;5;5;6;1;1;2
37;5;5;6;2;2;2
38;5;5;6;1;1;2
39;5;5;6;2;2;2
40;6;6;6;1;1;2
41;4;4;6;1;1;2
42;4;4;6;1;1;2
43;5;5;6;2;2;2
44;5;5;6;1;1;2
45;5;5;6;2;2;2
46;5;5;6;1;1;2
47;5;5;6;2;2;2
48;6;6;6;1;1;2
49;4;4;6;1;1;2
50;4;4;6;1;1;2
51;5;5;6;2;2;2
52;5;5;6;1;1;2
53;5;5;6;2;2;2
54;5;5;6;1;1;2
55;5;5;6;2;2;2
56;6;6;6;1;1;2
57;3;3;6;1;1;2
58;2;2;6;0;0;2
59;3;3;6;1;1;2
60;2;2;6;0;0;2
61;3;3;6;1;1;2
62;2;2;6;0;0;2
63;3;3;6;1;1;2
