rounds;hashValues;maxHashValues;leafValues;maxLeafValues
1;0;0;1;1
2;0;0;1;1
3;0;0;2;2
4;1;1;1;2
5;1;1;3;3
6;2;2;3;3
7;0;2;2;3
8;1;2;1;3
9;1;2;3;3
10;2;2;3;3
11;0;2;2;3
12;1;2;1;3
13;1;2;3;3
14;2;2;3;3
15;0;2;2;3
16;2;2;1;3
17;0;2;1;3
18;0;2;1;3
19;1;2;4;4
20;3;3;3;4
21;1;3;3;4
22;2;3;3;4
23;1;3;4;4
24;4;4;3;4
25;1;4;3;4
26;2;4;3;4
27;1;4;4;4
28;3;4;3;4
29;1;4;3;4
30;2;4;3;4
31;1;4;4;4
32;6;6;3;4
33;0;6;1;4
34;0;6;1;4
35;1;6;4;4
36;3;6;3;4
37;1;6;3;4
38;2;6;3;4
39;1;6;4;4
40;4;6;3;4
41;1;6;3;4
42;2;6;3;4
43;1;6;4;4
44;3;6;3;4
45;1;6;3;4
46;2;6;3;4
47;1;6;4;4
48;6;6;3;4
49;0;6;1;4
50;0;6;1;4
51;1;6;4;4
52;3;6;3;4
53;1;6;3;4
54;2;6;3;4
55;1;6;4;4
56;4;6;3;4
57;1;6;3;4
58;2;6;3;4
59;1;6;4;4
60;3;6;3;4
61;1;6;3;4
62;2;6;3;4
63;1;6;4;4
64;7;7;3;4
65;0;7;1;4
66;0;7;1;4
67;0;7;2;4
68;1;7;1;4
69;1;7;3;4
70;2;7;3;4
71;0;7;2;4
72;1;7;1;4
73;1;7;3;4
74;2;7;3;4
75;0;7;2;4
76;1;7;1;4
77;1;7;3;4
78;2;7;3;4
79;0;7;2;4
80;2;7;1;4
81;0;7;1;4
82;0;7;1;4
83;1;7;4;4
84;3;7;3;4
85;1;7;3;4
86;2;7;3;4
87;1;7;4;4
88;4;7;3;4
89;1;7;3;4
90;2;7;3;4
91;1;7;4;4
92;3;7;3;4
93;1;7;3;4
94;2;7;3;4
95;1;7;4;4
96;6;7;3;4
97;0;7;1;4
98;0;7;1;4
99;1;7;4;4
100;3;7;3;4
101;1;7;3;4
102;2;7;3;4
103;1;7;4;4
104;4;7;3;4
105;1;7;3;4
106;2;7;3;4
107;1;7;4;4
108;3;7;3;4
109;1;7;3;4
110;2;7;3;4
111;1;7;4;4
112;6;7;3;4
113;0;7;1;4
114;0;7;1;4
115;1;7;4;4
116;3;7;3;4
117;1;7;3;4
118;2;7;3;4
119;1;7;4;4
120;4;7;3;4
121;1;7;3;4
122;2;7;3;4
123;1;7;4;4
124;3;7;3;4
125;1;7;3;4
126;2;7;3;4
127;1;7;4;4
128;7;7;3;4
129;0;7;1;4
130;0;7;1;4
131;0;7;2;4
132;1;7;1;4
133;1;7;3;4
134;2;7;3;4
135;0;7;2;4
136;1;7;1;4
137;1;7;3;4
138;2;7;3;4
139;0;7;2;4
140;1;7;1;4
141;1;7;3;4
142;2;7;3;4
143;0;7;2;4
144;2;7;1;4
145;0;7;1;4
146;0;7;1;4
147;1;7;4;4
148;3;7;3;4
149;1;7;3;4
150;2;7;3;4
151;1;7;4;4
152;4;7;3;4
153;1;7;3;4
154;2;7;3;4
155;1;7;4;4
156;3;7;3;4
157;1;7;3;4
158;2;7;3;4
159;1;7;4;4
160;6;7;3;4
161;0;7;1;4
162;0;7;1;4
163;1;7;4;4
164;3;7;3;4
165;1;7;3;4
166;2;7;3;4
167;1;7;4;4
168;4;7;3;4
169;1;7;3;4
170;2;7;3;4
171;1;7;4;4
172;3;7;3;4
173;1;7;3;4
174;2;7;3;4
175;1;7;4;4
176;6;7;3;4
177;0;7;1;4
178;0;7;1;4
179;1;7;4;4
180;3;7;3;4
181;1;7;3;4
182;2;7;3;4
183;1;7;4;4
184;4;7;3;4
185;1;7;3;4
186;2;7;3;4
187;1;7;4;4
188;3;7;3;4
189;1;7;3;4
190;2;7;3;4
191;1;7;4;4
192;7;7;3;4
193;0;7;1;4
194;0;7;1;4
195;0;7;2;4
196;1;7;1;4
197;0;7;2;4
198;1;7;2;4
199;0;7;3;4
200;3;7;2;4
201;0;7;2;4
202;1;7;2;4
203;0;7;3;4
204;3;7;2;4
205;0;7;2;4
206;1;7;2;4
207;0;7;3;4
208;4;7;2;4
209;0;7;1;4
210;0;7;1;4
211;0;7;2;4
212;1;7;1;4
213;0;7;2;4
214;1;7;2;4
215;0;7;3;4
216;3;7;2;4
217;0;7;2;4
218;1;7;2;4
219;0;7;3;4
220;3;7;2;4
221;0;7;2;4
222;1;7;2;4
223;0;7;3;4
224;4;7;2;4
225;0;7;1;4
226;0;7;1;4
227;0;7;2;4
228;1;7;1;4
229;0;7;2;4
230;1;7;2;4
231;0;7;3;4
232;3;7;2;4
233;0;7;2;4
234;1;7;2;4
235;0;7;3;4
236;3;7;2;4
237;0;7;2;4
238;1;7;2;4
239;0;7;3;4
240;4;7;2;4
241;0;7;1;4
242;0;7;1;4
243;0;7;2;4
244;1;7;1;4
245;0;7;1;4
246;0;7;1;4
247;0;7;2;4
248;1;7;1;4
249;0;7;1;4
250;0;7;1;4
251;0;7;2;4
252;1;7;1;4
253;0;7;1;4
254;0;7;0;4
255;0;7;1;4
