round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1;10;10;10;1;1;1
2;10;10;10;1;1;1
3;11;11;11;2;2;2
4;11;11;11;1;1;2
5;17;17;17;5;5;5
6;10;10;17;1;1;5
7;11;11;17;2;2;5
8;11;11;17;1;1;5
9;17;17;17;5;5;5
10;10;10;17;1;1;5
11;11;11;17;2;2;5
12;11;11;17;1;1;5
13;17;17;17;5;5;5
14;10;10;17;1;1;5
15;11;11;17;2;2;5
16;12;12;17;1;1;5
17;13;13;17;3;3;5
18;22;22;22;7;7;7
19;21;21;22;8;8;8
20;17;17;22;3;3;8
21;17;17;22;5;5;8
22;10;10;22;1;1;8
23;11;11;22;2;2;8
24;11;11;22;1;1;8
25;17;17;22;5;5;8
26;10;10;22;1;1;8
27;11;11;22;2;2;8
28;11;11;22;1;1;8
29;17;17;22;5;5;8
30;10;10;22;1;1;8
31;11;11;22;2;2;8
32;12;12;22;1;1;8
33;13;13;22;3;3;8
34;22;22;22;7;7;8
35;21;21;22;8;8;8
36;17;17;22;3;3;8
37;17;17;22;5;5;8
38;10;10;22;1;1;8
39;11;11;22;2;2;8
40;11;11;22;1;1;8
41;17;17;22;5;5;8
42;10;10;22;1;1;8
43;11;11;22;2;2;8
44;11;11;22;1;1;8
45;17;17;22;5;5;8
46;10;10;22;1;1;8
47;11;11;22;2;2;8
48;12;12;22;1;1;8
49;13;13;22;3;3;8
50;22;22;22;7;7;8
51;21;21;22;8;8;8
52;17;17;22;3;3;8
53;17;17;22;5;5;8
54;10;10;22;1;1;8
55;11;11;22;2;2;8
56;11;11;22;1;1;8
57;17;17;22;5;5;8
58;10;10;22;1;1;8
59;11;11;22;2;2;8
60;11;11;22;1;1;8
61;17;17;22;5;5;8
62;10;10;22;1;1;8
63;11;11;22;2;2;8
64;13;13;22;1;1;8
65;10;10;22;1;1;8
66;10;10;22;1;1;8
67;11;11;22;2;2;8
68;18;18;22;5;5;8
69;20;20;22;7;7;8
70;22;22;22;7;7;8
71;23;23;23;8;8;8
72;23;23;23;7;7;8
73;20;20;23;7;7;8
74;24;24;24;7;7;8
75;21;21;24;8;8;8
76;23;23;24;7;7;8
77;20;20;24;7;7;8
78;23;23;24;7;7;8
79;22;22;24;8;8;8
80;27;27;27;7;7;8
81;13;13;27;3;3;8
82;22;22;27;7;7;8
83;21;21;27;8;8;8
84;17;17;27;3;3;8
85;17;17;27;5;5;8
86;10;10;27;1;1;8
87;11;11;27;2;2;8
88;11;11;27;1;1;8
89;17;17;27;5;5;8
90;10;10;27;1;1;8
91;11;11;27;2;2;8
92;11;11;27;1;1;8
93;17;17;27;5;5;8
94;10;10;27;1;1;8
95;11;11;27;2;2;8
96;12;12;27;1;1;8
97;13;13;27;3;3;8
98;22;22;27;7;7;8
99;21;21;27;8;8;8
100;17;17;27;3;3;8
101;17;17;27;5;5;8
102;10;10;27;1;1;8
103;11;11;27;2;2;8
104;11;11;27;1;1;8
105;17;17;27;5;5;8
106;10;10;27;1;1;8
107;11;11;27;2;2;8
108;11;11;27;1;1;8
109;17;17;27;5;5;8
110;10;10;27;1;1;8
111;11;11;27;2;2;8
112;12;12;27;1;1;8
113;13;13;27;3;3;8
114;22;22;27;7;7;8
115;21;21;27;8;8;8
116;17;17;27;3;3;8
117;17;17;27;5;5;8
118;10;10;27;1;1;8
119;11;11;27;2;2;8
120;11;11;27;1;1;8
121;17;17;27;5;5;8
122;10;10;27;1;1;8
123;11;11;27;2;2;8
124;11;11;27;1;1;8
125;17;17;27;5;5;8
126;10;10;27;1;1;8
127;11;11;27;2;2;8
128;13;13;27;1;1;8
129;10;10;27;1;1;8
130;10;10;27;1;1;8
131;11;11;27;2;2;8
132;18;18;27;5;5;8
133;20;20;27;7;7;8
134;22;22;27;7;7;8
135;23;23;27;8;8;8
136;23;23;27;7;7;8
137;20;20;27;7;7;8
138;24;24;27;7;7;8
139;21;21;27;8;8;8
140;23;23;27;7;7;8
141;20;20;27;7;7;8
142;23;23;27;7;7;8
143;22;22;27;8;8;8
144;27;27;27;7;7;8
145;13;13;27;3;3;8
146;22;22;27;7;7;8
147;21;21;27;8;8;8
148;17;17;27;3;3;8
149;17;17;27;5;5;8
150;10;10;27;1;1;8
151;11;11;27;2;2;8
152;11;11;27;1;1;8
153;17;17;27;5;5;8
154;10;10;27;1;1;8
155;11;11;27;2;2;8
156;11;11;27;1;1;8
157;17;17;27;5;5;8
158;10;10;27;1;1;8
159;11;11;27;2;2;8
160;12;12;27;1;1;8
161;13;13;27;3;3;8
162;22;22;27;7;7;8
163;21;21;27;8;8;8
164;17;17;27;3;3;8
165;17;17;27;5;5;8
166;10;10;27;1;1;8
167;11;11;27;2;2;8
168;11;11;27;1;1;8
169;17;17;27;5;5;8
170;10;10;27;1;1;8
171;11;11;27;2;2;8
172;11;11;27;1;1;8
173;17;17;27;5;5;8
174;10;10;27;1;1;8
175;11;11;27;2;2;8
176;12;12;27;1;1;8
177;13;13;27;3;3;8
178;22;22;27;7;7;8
179;21;21;27;8;8;8
180;17;17;27;3;3;8
181;17;17;27;5;5;8
182;10;10;27;1;1;8
183;11;11;27;2;2;8
184;11;11;27;1;1;8
185;17;17;27;5;5;8
186;10;10;27;1;1;8
187;11;11;27;2;2;8
188;11;11;27;1;1;8
189;17;17;27;5;5;8
190;10;10;27;1;1;8
191;11;11;27;2;2;8
192;13;13;27;1;1;8
193;10;10;27;1;1;8
194;10;10;27;1;1;8
195;11;11;27;2;2;8
196;18;18;27;5;5;8
197;20;20;27;7;7;8
