rounds;hashValues;maxHashValues;leafValues;maxLeafValues
259;0;10;2;3
260;1;10;1;3
261;0;10;2;3
262;1;10;1;3
263;0;10;2;3
264;2;10;1;3
265;0;10;2;3
266;1;10;1;3
267;0;10;2;3
268;2;10;1;3
269;0;10;2;3
270;1;10;1;3
271;0;10;2;3
272;3;10;1;3
273;0;10;2;3
274;1;10;2;3
275;0;10;3;3
276;3;10;2;3
277;0;10;3;3
278;2;10;2;3
279;0;10;3;3
280;5;10;2;3
281;0;10;3;3
282;2;10;2;3
283;0;10;3;3
284;4;10;2;3
285;0;10;3;3
286;2;10;2;3
287;0;10;3;3
288;7;10;2;3
289;0;10;2;3
290;1;10;2;3
291;0;10;3;3
292;3;10;2;3
293;0;10;3;3
294;2;10;2;3
295;0;10;3;3
296;5;10;2;3
297;0;10;3;3
298;2;10;2;3
299;0;10;3;3
300;4;10;2;3
301;0;10;3;3
302;2;10;2;3
303;0;10;3;3
304;7;10;2;3
305;0;10;2;3
306;1;10;2;3
307;0;10;3;3
308;3;10;2;3
309;0;10;3;3
310;2;10;2;3
311;0;10;3;3
312;5;10;2;3
313;0;10;3;3
314;2;10;2;3
315;0;10;3;3
316;4;10;2;3
317;0;10;3;3
318;2;10;2;3
319;0;10;3;3
320;8;10;2;3
321;0;10;2;3
322;1;10;2;3
323;0;10;3;3
324;3;10;2;3
325;0;10;3;3
326;2;10;2;3
327;0;10;3;3
328;5;10;2;3
329;0;10;3;3
330;2;10;2;3
331;0;10;3;3
332;4;10;2;3
333;0;10;3;3
334;2;10;2;3
335;0;10;3;3
336;7;10;2;3
337;0;10;2;3
338;1;10;2;3
339;0;10;3;3
340;3;10;2;3
341;0;10;3;3
342;2;10;2;3
343;0;10;3;3
344;5;10;2;3
345;0;10;3;3
346;2;10;2;3
347;0;10;3;3
348;4;10;2;3
349;0;10;3;3
350;2;10;2;3
351;0;10;3;3
352;8;10;2;3
353;0;10;2;3
354;1;10;2;3
355;0;10;3;3
356;3;10;2;3
357;0;10;3;3
358;2;10;2;3
359;0;10;3;3
360;5;10;2;3
361;0;10;3;3
362;2;10;2;3
363;0;10;3;3
364;4;10;2;3
365;0;10;3;3
366;2;10;2;3
367;0;10;3;3
368;7;10;2;3
369;0;10;2;3
370;1;10;2;3
371;0;10;3;3
372;3;10;2;3
373;0;10;3;3
374;2;10;2;3
375;0;10;3;3
376;5;10;2;3
377;0;10;3;3
378;2;10;2;3
379;0;10;3;3
380;4;10;2;3
381;0;10;3;3
382;2;10;2;3
383;0;10;3;3
384;9;10;2;3
385;0;10;2;3
386;1;10;2;3
387;0;10;3;3
388;3;10;2;3
389;0;10;3;3
390;2;10;2;3
391;0;10;3;3
392;5;10;2;3
393;0;10;3;3
394;2;10;2;3
395;0;10;3;3
396;4;10;2;3
397;0;10;3;3
398;2;10;2;3
399;0;10;3;3
400;7;10;2;3
401;0;10;2;3
402;1;10;2;3
403;0;10;3;3
404;3;10;2;3
405;0;10;3;3
406;2;10;2;3
407;0;10;3;3
408;5;10;2;3
409;0;10;3;3
410;2;10;2;3
411;0;10;3;3
412;4;10;2;3
413;0;10;3;3
414;2;10;2;3
415;0;10;3;3
416;8;10;2;3
417;0;10;2;3
418;1;10;2;3
419;0;10;3;3
420;3;10;2;3
421;0;10;3;3
422;2;10;2;3
423;0;10;3;3
424;5;10;2;3
425;0;10;3;3
426;2;10;2;3
427;0;10;3;3
428;4;10;2;3
429;0;10;3;3
430;2;10;2;3
431;0;10;3;3
432;7;10;2;3
433;0;10;2;3
434;1;10;2;3
435;0;10;3;3
436;3;10;2;3
437;0;10;3;3
438;2;10;2;3
439;0;10;3;3
440;5;10;2;3
441;0;10;3;3
442;2;10;2;3
443;0;10;3;3
444;4;10;2;3
445;0;10;3;3
446;2;10;2;3
447;0;10;3;3
448;9;10;2;3
449;0;10;2;3
450;1;10;2;3
451;0;10;3;3
452;3;10;2;3
453;0;10;3;3
454;2;10;2;3
455;0;10;3;3
456;5;10;2;3
457;0;10;3;3
458;2;10;2;3
459;0;10;3;3
460;4;10;2;3
461;0;10;3;3
462;2;10;2;3
463;0;10;3;3
464;7;10;2;3
465;0;10;2;3
466;1;10;2;3
467;0;10;3;3
468;3;10;2;3
469;0;10;3;3
470;2;10;2;3
471;0;10;3;3
472;5;10;2;3
473;0;10;3;3
474;2;10;2;3
475;0;10;3;3
476;4;10;2;3
477;0;10;3;3
478;2;10;2;3
479;0;10;3;3
480;8;10;2;3
481;0;10;2;3
482;1;10;2;3
483;0;10;3;3
484;3;10;2;3
485;0;10;3;3
486;2;10;2;3
487;0;10;3;3
488;5;10;2;3
489;0;10;3;3
490;2;10;2;3
491;0;10;3;3
492;4;10;2;3
493;0;10;3;3
494;2;10;2;3
495;0;10;3;3
496;7;10;2;3
497;0;10;2;3
498;1;10;2;3
499;0;10;3;3
500;3;10;2;3
501;0;10;3;3
502;2;10;2;3
503;0;10;3;3
504;5;10;2;3
505;0;10;3;3
506;2;10;2;3
507;0;10;3;3
508;4;10;2;3
509;0;10;3;3
510;2;10;2;3
511;0;10;3;3
512;10;10;2;3
513;0;10;1;3
514;0;10;1;3
515;0;10;2;3
516;1;10;1;3
517;0;10;2;3
518;1;10;1;3
519;0;10;2;3
520;2;10;1;3
521;0;10;2;3
522;1;10;1;3
523;0;10;2;3
524;2;10;1;3
525;0;10;2;3
526;1;10;1;3
527;0;10;2;3
528;3;10;1;3
529;0;10;2;3
530;1;10;2;3
531;0;10;3;3
532;3;10;2;3
533;0;10;3;3
534;2;10;2;3
535;0;10;3;3
536;5;10;2;3
537;0;10;3;3
538;2;10;2;3
539;0;10;3;3
540;4;10;2;3
541;0;10;3;3
542;2;10;2;3
543;0;10;3;3
544;7;10;2;3
545;0;10;2;3
546;1;10;2;3
547;0;10;3;3
548;3;10;2;3
549;0;10;3;3
550;2;10;2;3
551;0;10;3;3
552;5;10;2;3
553;0;10;3;3
554;2;10;2;3
555;0;10;3;3
556;4;10;2;3
557;0;10;3;3
558;2;10;2;3
559;0;10;3;3
560;7;10;2;3
561;0;10;2;3
562;1;10;2;3
563;0;10;3;3
564;3;10;2;3
565;0;10;3;3
566;2;10;2;3
567;0;10;3;3
568;5;10;2;3
569;0;10;3;3
570;2;10;2;3
571;0;10;3;3
572;4;10;2;3
573;0;10;3;3
574;2;10;2;3
575;0;10;3;3
576;8;10;2;3
577;0;10;2;3
578;1;10;2;3
579;0;10;3;3
580;3;10;2;3
581;0;10;3;3
582;2;10;2;3
583;0;10;3;3
584;5;10;2;3
585;0;10;3;3
586;2;10;2;3
587;0;10;3;3
588;4;10;2;3
589;0;10;3;3
590;2;10;2;3
591;0;10;3;3
592;7;10;2;3
593;0;10;2;3
594;1;10;2;3
595;0;10;3;3
596;3;10;2;3
597;0;10;3;3
598;2;10;2;3
599;0;10;3;3
600;5;10;2;3
601;0;10;3;3
602;2;10;2;3
603;0;10;3;3
604;4;10;2;3
605;0;10;3;3
606;2;10;2;3
607;0;10;3;3
608;8;10;2;3
609;0;10;2;3
610;1;10;2;3
611;0;10;3;3
612;3;10;2;3
613;0;10;3;3
614;2;10;2;3
615;0;10;3;3
616;5;10;2;3
617;0;10;3;3
618;2;10;2;3
619;0;10;3;3
620;4;10;2;3
621;0;10;3;3
622;2;10;2;3
623;0;10;3;3
624;7;10;2;3
625;0;10;2;3
626;1;10;2;3
627;0;10;3;3
628;3;10;2;3
629;0;10;3;3
630;2;10;2;3
631;0;10;3;3
632;5;10;2;3
633;0;10;3;3
634;2;10;2;3
635;0;10;3;3
636;4;10;2;3
637;0;10;3;3
638;2;10;2;3
639;0;10;3;3
640;9;10;2;3
641;0;10;2;3
642;1;10;2;3
643;0;10;3;3
644;3;10;2;3
645;0;10;3;3
646;2;10;2;3
647;0;10;3;3
648;5;10;2;3
649;0;10;3;3
650;2;10;2;3
651;0;10;3;3
652;4;10;2;3
653;0;10;3;3
654;2;10;2;3
655;0;10;3;3
656;7;10;2;3
657;0;10;2;3
658;1;10;2;3
659;0;10;3;3
660;3;10;2;3
661;0;10;3;3
662;2;10;2;3
663;0;10;3;3
664;5;10;2;3
665;0;10;3;3
666;2;10;2;3
667;0;10;3;3
668;4;10;2;3
669;0;10;3;3
670;2;10;2;3
671;0;10;3;3
672;8;10;2;3
673;0;10;2;3
674;1;10;2;3
675;0;10;3;3
676;3;10;2;3
677;0;10;3;3
678;2;10;2;3
679;0;10;3;3
680;5;10;2;3
681;0;10;3;3
682;2;10;2;3
683;0;10;3;3
684;4;10;2;3
685;0;10;3;3
686;2;10;2;3
687;0;10;3;3
688;7;10;2;3
689;0;10;2;3
690;1;10;2;3
691;0;10;3;3
692;3;10;2;3
693;0;10;3;3
694;2;10;2;3
695;0;10;3;3
696;5;10;2;3
697;0;10;3;3
698;2;10;2;3
699;0;10;3;3
700;4;10;2;3
701;0;10;3;3
702;2;10;2;3
703;0;10;3;3
704;9;10;2;3
705;0;10;2;3
706;1;10;2;3
707;0;10;3;3
708;3;10;2;3
709;0;10;3;3
710;2;10;2;3
711;0;10;3;3
712;5;10;2;3
713;0;10;3;3
714;2;10;2;3
715;0;10;3;3
716;4;10;2;3
717;0;10;3;3
718;2;10;2;3
719;0;10;3;3
720;7;10;2;3
721;0;10;2;3
722;1;10;2;3
723;0;10;3;3
724;3;10;2;3
725;0;10;3;3
726;2;10;2;3
727;0;10;3;3
728;5;10;2;3
729;0;10;3;3
730;2;10;2;3
731;0;10;3;3
732;4;10;2;3
733;0;10;3;3
734;2;10;2;3
735;0;10;3;3
736;8;10;2;3
737;0;10;2;3
738;1;10;2;3
739;0;10;3;3
740;3;10;2;3
741;0;10;3;3
742;2;10;2;3
743;0;10;3;3
744;5;10;2;3
745;0;10;3;3
746;2;10;2;3
747;0;10;3;3
748;4;10;2;3
749;0;10;3;3
750;2;10;2;3
751;0;10;3;3
752;7;10;2;3
753;0;10;2;3
754;1;10;2;3
755;0;10;3;3
756;3;10;2;3
757;0;10;3;3
758;2;10;2;3
759;0;10;3;3
760;5;10;2;3
761;0;10;3;3
762;2;10;2;3
763;0;10;3;3
764;4;10;2;3
765;0;10;3;3
766;2;10;2;3
767;0;10;3;3
768;10;10;2;3
769;0;10;1;3
770;0;10;1;3
771;0;10;2;3
772;1;10;1;3
773;0;10;2;3
774;1;10;1;3
775;0;10;2;3
776;2;10;1;3
777;0;10;2;3
778;1;10;1;3
779;0;10;2;3
780;2;10;1;3
781;0;10;2;3
782;1;10;1;3
783;0;10;2;3
784;3;10;1;3
785;0;10;2;3
786;1;10;2;3
787;0;10;3;3
788;3;10;2;3
789;0;10;3;3
790;2;10;2;3
791;0;10;3;3
792;5;10;2;3
793;0;10;3;3
794;2;10;2;3
795;0;10;3;3
796;4;10;2;3
797;0;10;3;3
798;2;10;2;3
799;0;10;3;3
800;7;10;2;3
801;0;10;2;3
802;1;10;2;3
803;0;10;3;3
804;3;10;2;3
805;0;10;3;3
806;2;10;2;3
807;0;10;3;3
808;5;10;2;3
809;0;10;3;3
810;2;10;2;3
811;0;10;3;3
812;4;10;2;3
813;0;10;3;3
814;2;10;2;3
815;0;10;3;3
816;7;10;2;3
817;0;10;2;3
818;1;10;2;3
819;0;10;3;3
820;3;10;2;3
821;0;10;3;3
822;2;10;2;3
823;0;10;3;3
824;5;10;2;3
825;0;10;3;3
826;2;10;2;3
827;0;10;3;3
828;4;10;2;3
829;0;10;3;3
830;2;10;2;3
831;0;10;3;3
832;8;10;2;3
833;0;10;2;3
834;1;10;2;3
835;0;10;3;3
836;3;10;2;3
837;0;10;3;3
838;2;10;2;3
839;0;10;3;3
840;5;10;2;3
841;0;10;3;3
842;2;10;2;3
843;0;10;3;3
844;4;10;2;3
845;0;10;3;3
846;2;10;2;3
847;0;10;3;3
848;7;10;2;3
849;0;10;2;3
850;1;10;2;3
851;0;10;3;3
852;3;10;2;3
853;0;10;3;3
854;2;10;2;3
855;0;10;3;3
856;5;10;2;3
857;0;10;3;3
858;2;10;2;3
859;0;10;3;3
860;4;10;2;3
861;0;10;3;3
862;2;10;2;3
863;0;10;3;3
864;8;10;2;3
865;0;10;2;3
866;1;10;2;3
867;0;10;3;3
868;3;10;2;3
869;0;10;3;3
870;2;10;2;3
871;0;10;3;3
872;5;10;2;3
873;0;10;3;3
874;2;10;2;3
875;0;10;3;3
876;4;10;2;3
877;0;10;3;3
878;2;10;2;3
879;0;10;3;3
880;7;10;2;3
881;0;10;2;3
882;1;10;2;3
883;0;10;3;3
884;3;10;2;3
885;0;10;3;3
886;2;10;2;3
887;0;10;3;3
888;5;10;2;3
889;0;10;3;3
890;2;10;2;3
891;0;10;3;3
892;4;10;2;3
893;0;10;3;3
894;2;10;2;3
895;0;10;3;3
896;9;10;2;3
897;0;10;2;3
898;1;10;2;3
899;0;10;3;3
900;3;10;2;3
901;0;10;3;3
902;2;10;2;3
903;0;10;3;3
904;5;10;2;3
905;0;10;3;3
906;2;10;2;3
907;0;10;3;3
908;4;10;2;3
909;0;10;3;3
910;2;10;2;3
911;0;10;3;3
912;7;10;2;3
913;0;10;2;3
914;1;10;2;3
915;0;10;3;3
916;3;10;2;3
917;0;10;3;3
918;2;10;2;3
919;0;10;3;3
920;5;10;2;3
921;0;10;3;3
922;2;10;2;3
923;0;10;3;3
924;4;10;2;3
925;0;10;3;3
926;2;10;2;3
927;0;10;3;3
928;8;10;2;3
929;0;10;2;3
930;1;10;2;3
931;0;10;3;3
932;3;10;2;3
933;0;10;3;3
934;2;10;2;3
935;0;10;3;3
936;5;10;2;3
937;0;10;3;3
938;2;10;2;3
939;0;10;3;3
940;4;10;2;3
941;0;10;3;3
942;2;10;2;3
943;0;10;3;3
944;7;10;2;3
945;0;10;2;3
946;1;10;2;3
947;0;10;3;3
948;3;10;2;3
949;0;10;3;3
950;2;10;2;3
951;0;10;3;3
952;5;10;2;3
953;0;10;3;3
954;2;10;2;3
955;0;10;3;3
956;4;10;2;3
957;0;10;3;3
958;2;10;2;3
959;0;10;3;3
960;9;10;2;3
961;0;10;2;3
962;1;10;2;3
963;0;10;3;3
964;3;10;2;3
965;0;10;3;3
966;2;10;2;3
967;0;10;3;3
968;5;10;2;3
969;0;10;3;3
970;2;10;2;3
971;0;10;3;3
972;4;10;2;3
973;0;10;3;3
974;2;10;2;3
975;0;10;3;3
976;7;10;2;3
977;0;10;2;3
978;1;10;2;3
979;0;10;3;3
980;3;10;2;3
981;0;10;3;3
982;2;10;2;3
983;0;10;3;3
984;5;10;2;3
985;0;10;3;3
986;2;10;2;3
987;0;10;3;3
988;4;10;2;3
989;0;10;3;3
990;2;10;2;3
991;0;10;3;3
992;8;10;2;3
993;0;10;2;3
994;1;10;2;3
995;0;10;3;3
996;3;10;2;3
997;0;10;3;3
998;2;10;2;3
999;0;10;3;3
1000;5;10;2;3
1001;0;10;3;3
1002;2;10;2;3
1003;0;10;3;3
1004;4;10;2;3
1005;0;10;3;3
1006;2;10;2;3
1007;0;10;3;3
1008;7;10;2;3
1009;0;10;2;3
1010;1;10;2;3
1011;0;10;3;3
1012;3;10;2;3
1013;0;10;3;3
1014;2;10;2;3
1015;0;10;3;3
1016;5;10;2;3
1017;0;10;3;3
1018;2;10;2;3
1019;0;10;3;3
1020;4;10;2;3
1021;0;10;3;3
1022;2;10;2;3
1023;0;10;3;3
1024;10;10;2;3
1025;0;10;1;3
1026;0;10;1;3
1027;0;10;2;3
1028;1;10;1;3
1029;0;10;2;3
1030;1;10;1;3
1031;0;10;2;3
1032;2;10;1;3
1033;0;10;2;3
1034;1;10;1;3
1035;0;10;2;3
1036;2;10;1;3
1037;0;10;2;3
1038;1;10;1;3
1039;0;10;2;3
1040;3;10;1;3
1041;0;10;2;3
1042;1;10;2;3
1043;0;10;3;3
1044;3;10;2;3
1045;0;10;3;3
1046;2;10;2;3
1047;0;10;3;3
1048;5;10;2;3
1049;0;10;3;3
1050;2;10;2;3
1051;0;10;3;3
1052;4;10;2;3
1053;0;10;3;3
1054;2;10;2;3
1055;0;10;3;3
1056;7;10;2;3
1057;0;10;2;3
1058;1;10;2;3
1059;0;10;3;3
1060;3;10;2;3
1061;0;10;3;3
1062;2;10;2;3
1063;0;10;3;3
1064;5;10;2;3
1065;0;10;3;3
1066;2;10;2;3
1067;0;10;3;3
1068;4;10;2;3
1069;0;10;3;3
1070;2;10;2;3
1071;0;10;3;3
1072;7;10;2;3
1073;0;10;2;3
1074;1;10;2;3
1075;0;10;3;3
1076;3;10;2;3
1077;0;10;3;3
1078;2;10;2;3
1079;0;10;3;3
1080;5;10;2;3
1081;0;10;3;3
1082;2;10;2;3
1083;0;10;3;3
1084;4;10;2;3
1085;0;10;3;3
1086;2;10;2;3
1087;0;10;3;3
1088;8;10;2;3
1089;0;10;2;3
1090;1;10;2;3
1091;0;10;3;3
1092;3;10;2;3
1093;0;10;3;3
1094;2;10;2;3
1095;0;10;3;3
1096;5;10;2;3
1097;0;10;3;3
1098;2;10;2;3
1099;0;10;3;3
1100;4;10;2;3
1101;0;10;3;3
1102;2;10;2;3
1103;0;10;3;3
1104;7;10;2;3
1105;0;10;2;3
1106;1;10;2;3
1107;0;10;3;3
1108;3;10;2;3
1109;0;10;3;3
1110;2;10;2;3
1111;0;10;3;3
1112;5;10;2;3
1113;0;10;3;3
1114;2;10;2;3
1115;0;10;3;3
1116;4;10;2;3
1117;0;10;3;3
1118;2;10;2;3
1119;0;10;3;3
1120;8;10;2;3
1121;0;10;2;3
1122;1;10;2;3
1123;0;10;3;3
1124;3;10;2;3
1125;0;10;3;3
1126;2;10;2;3
1127;0;10;3;3
1128;5;10;2;3
1129;0;10;3;3
1130;2;10;2;3
1131;0;10;3;3
1132;4;10;2;3
1133;0;10;3;3
1134;2;10;2;3
1135;0;10;3;3
1136;7;10;2;3
1137;0;10;2;3
1138;1;10;2;3
1139;0;10;3;3
1140;3;10;2;3
1141;0;10;3;3
1142;2;10;2;3
1143;0;10;3;3
1144;5;10;2;3
1145;0;10;3;3
1146;2;10;2;3
1147;0;10;3;3
1148;4;10;2;3
1149;0;10;3;3
1150;2;10;2;3
1151;0;10;3;3
1152;9;10;2;3
1153;0;10;2;3
1154;1;10;2;3
1155;0;10;3;3
1156;3;10;2;3
1157;0;10;3;3
1158;2;10;2;3
1159;0;10;3;3
1160;5;10;2;3
1161;0;10;3;3
1162;2;10;2;3
1163;0;10;3;3
1164;4;10;2;3
1165;0;10;3;3
1166;2;10;2;3
1167;0;10;3;3
1168;7;10;2;3
1169;0;10;2;3
1170;1;10;2;3
1171;0;10;3;3
1172;3;10;2;3
1173;0;10;3;3
1174;2;10;2;3
1175;0;10;3;3
1176;5;10;2;3
1177;0;10;3;3
1178;2;10;2;3
1179;0;10;3;3
1180;4;10;2;3
1181;0;10;3;3
1182;2;10;2;3
1183;0;10;3;3
1184;8;10;2;3
1185;0;10;2;3
1186;1;10;2;3
1187;0;10;3;3
1188;3;10;2;3
1189;0;10;3;3
1190;2;10;2;3
1191;0;10;3;3
1192;5;10;2;3
1193;0;10;3;3
1194;2;10;2;3
1195;0;10;3;3
1196;4;10;2;3
1197;0;10;3;3
1198;2;10;2;3
1199;0;10;3;3
1200;7;10;2;3
1201;0;10;2;3
1202;1;10;2;3
1203;0;10;3;3
1204;3;10;2;3
1205;0;10;3;3
1206;2;10;2;3
1207;0;10;3;3
1208;5;10;2;3
1209;0;10;3;3
1210;2;10;2;3
1211;0;10;3;3
1212;4;10;2;3
1213;0;10;3;3
1214;2;10;2;3
1215;0;10;3;3
1216;9;10;2;3
1217;0;10;2;3
1218;1;10;2;3
1219;0;10;3;3
1220;3;10;2;3
1221;0;10;3;3
1222;2;10;2;3
1223;0;10;3;3
1224;5;10;2;3
1225;0;10;3;3
1226;2;10;2;3
1227;0;10;3;3
1228;4;10;2;3
1229;0;10;3;3
1230;2;10;2;3
1231;0;10;3;3
1232;7;10;2;3
1233;0;10;2;3
1234;1;10;2;3
1235;0;10;3;3
1236;3;10;2;3
1237;0;10;3;3
1238;2;10;2;3
1239;0;10;3;3
1240;5;10;2;3
1241;0;10;3;3
1242;2;10;2;3
1243;0;10;3;3
1244;4;10;2;3
1245;0;10;3;3
1246;2;10;2;3
1247;0;10;3;3
1248;8;10;2;3
1249;0;10;2;3
1250;1;10;2;3
1251;0;10;3;3
1252;3;10;2;3
1253;0;10;3;3
1254;2;10;2;3
1255;0;10;3;3
1256;5;10;2;3
1257;0;10;3;3
1258;2;10;2;3
1259;0;10;3;3
1260;4;10;2;3
1261;0;10;3;3
1262;2;10;2;3
1263;0;10;3;3
1264;7;10;2;3
1265;0;10;2;3
1266;1;10;2;3
1267;0;10;3;3
1268;3;10;2;3
1269;0;10;3;3
1270;2;10;2;3
1271;0;10;3;3
1272;5;10;2;3
1273;0;10;3;3
1274;2;10;2;3
1275;0;10;3;3
1276;4;10;2;3
1277;0;10;3;3
1278;2;10;2;3
1279;0;10;3;3
1280;10;10;2;3
1281;0;10;1;3
1282;0;10;1;3
1283;0;10;2;3
1284;1;10;1;3
1285;0;10;2;3
1286;1;10;1;3
1287;0;10;2;3
1288;2;10;1;3
1289;0;10;2;3
1290;1;10;1;3
1291;0;10;2;3
1292;2;10;1;3
1293;0;10;2;3
1294;1;10;1;3
1295;0;10;2;3
1296;3;10;1;3
1297;0;10;2;3
1298;1;10;2;3
1299;0;10;3;3
1300;3;10;2;3
1301;0;10;3;3
1302;2;10;2;3
1303;0;10;3;3
1304;5;10;2;3
1305;0;10;3;3
1306;2;10;2;3
1307;0;10;3;3
1308;4;10;2;3
1309;0;10;3;3
1310;2;10;2;3
1311;0;10;3;3
1312;7;10;2;3
1313;0;10;2;3
1314;1;10;2;3
1315;0;10;3;3
1316;3;10;2;3
1317;0;10;3;3
1318;2;10;2;3
1319;0;10;3;3
1320;5;10;2;3
1321;0;10;3;3
1322;2;10;2;3
1323;0;10;3;3
1324;4;10;2;3
1325;0;10;3;3
1326;2;10;2;3
1327;0;10;3;3
1328;7;10;2;3
1329;0;10;2;3
1330;1;10;2;3
1331;0;10;3;3
1332;3;10;2;3
1333;0;10;3;3
1334;2;10;2;3
1335;0;10;3;3
1336;5;10;2;3
1337;0;10;3;3
1338;2;10;2;3
1339;0;10;3;3
1340;4;10;2;3
1341;0;10;3;3
1342;2;10;2;3
1343;0;10;3;3
1344;8;10;2;3
1345;0;10;2;3
1346;1;10;2;3
1347;0;10;3;3
1348;3;10;2;3
1349;0;10;3;3
1350;2;10;2;3
1351;0;10;3;3
1352;5;10;2;3
1353;0;10;3;3
1354;2;10;2;3
1355;0;10;3;3
1356;4;10;2;3
1357;0;10;3;3
1358;2;10;2;3
