round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
2;10;5;5;2;1;1
4;12;6;6;3;2;2
6;12;6;6;3;2;2
8;13;7;7;3;2;2
10;13;7;7;4;2;2
12;16;9;9;5;3;3
14;15;8;9;5;3;3
16;18;11;11;5;3;3
18;13;7;11;4;2;3
20;16;9;11;5;3;3
22;15;8;11;5;3;3
24;18;11;11;5;3;3
26;13;7;11;4;2;3
28;16;9;11;5;3;3
30;15;8;11;5;3;3
32;19;12;12;5;3;3
34;10;5;12;2;1;3
36;12;6;12;3;2;3
38;12;6;12;3;2;3
40;13;7;12;3;2;3
42;13;7;12;4;2;3
44;16;9;12;5;3;3
46;15;8;12;5;3;3
48;18;11;12;5;3;3
50;13;7;12;4;2;3
52;16;9;12;5;3;3
54;15;8;12;5;3;3
56;18;11;12;5;3;3
58;13;7;12;4;2;3
60;16;9;12;5;3;3
62;15;8;12;5;3;3
64;19;12;12;5;3;3
66;10;5;12;2;1;3
68;12;6;12;3;2;3
70;12;6;12;3;2;3
72;13;7;12;3;2;3
74;13;7;12;4;2;3
76;16;9;12;5;3;3
78;15;8;12;5;3;3
80;18;11;12;5;3;3
82;13;7;12;4;2;3
84;16;9;12;5;3;3
86;15;8;12;5;3;3
88;18;11;12;5;3;3
90;13;7;12;4;2;3
92;16;9;12;5;3;3
94;15;8;12;5;3;3
96;19;12;12;5;3;3
98;8;4;12;2;1;3
100;10;5;12;3;2;3
102;10;5;12;3;2;3
104;11;6;12;3;2;3
106;8;4;12;2;1;3
108;10;5;12;3;2;3
110;10;5;12;3;2;3
112;11;6;12;3;2;3
114;8;4;12;2;1;3
116;10;5;12;3;2;3
118;10;5;12;3;2;3
120;11;6;12;3;2;3
122;5;3;12;1;1;3
124;5;3;12;1;1;3
126;5;3;12;1;1;3
