round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
32;243;14;14;62;3;3
64;275;15;15;78;3;3
96;275;15;15;78;3;3
128;276;16;16;78;3;3
160;243;14;16;62;3;3
192;275;15;16;78;3;3
224;275;15;16;78;3;3
256;276;16;16;78;3;3
288;243;14;16;62;3;3
320;275;15;16;78;3;3
352;275;15;16;78;3;3
384;276;16;16;78;3;3
416;243;14;16;62;3;3
448;275;15;16;78;3;3
480;275;15;16;78;3;3
512;276;16;16;78;3;3
544;243;14;16;62;3;3
576;275;15;16;78;3;3
608;275;15;16;78;3;3
640;276;16;16;78;3;3
672;243;14;16;62;3;3
704;275;15;16;78;3;3
736;275;15;16;78;3;3
768;276;16;16;78;3;3
800;243;14;16;62;3;3
832;275;15;16;78;3;3
864;275;15;16;78;3;3
896;276;16;16;78;3;3
928;243;14;16;62;3;3
960;275;15;16;78;3;3
992;275;15;16;78;3;3
1024;276;16;16;78;3;3
1056;243;14;16;62;3;3
1088;275;15;16;78;3;3
1120;275;15;16;78;3;3
1152;276;16;16;78;3;3
1184;243;14;16;62;3;3
1216;275;15;16;78;3;3
1248;275;15;16;78;3;3
1280;276;16;16;78;3;3
1312;243;14;16;62;3;3
1344;275;15;16;78;3;3
1376;275;15;16;78;3;3
1408;276;16;16;78;3;3
1440;243;14;16;62;3;3
1472;275;15;16;78;3;3
1504;275;15;16;78;3;3
1536;276;16;16;78;3;3
1568;243;14;16;62;3;3
1600;275;15;16;78;3;3
1632;275;15;16;78;3;3
1664;276;16;16;78;3;3
1696;243;14;16;62;3;3
1728;275;15;16;78;3;3
1760;275;15;16;78;3;3
1792;276;16;16;78;3;3
1824;243;14;16;62;3;3
1856;275;15;16;78;3;3
1888;275;15;16;78;3;3
1920;276;16;16;78;3;3
1952;180;8;16;46;2;3
1984;180;8;16;46;2;3
2016;180;8;16;46;2;3
