round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
32;314;14;14;68;4;4
64;377;19;19;100;5;5
96;377;19;19;100;5;5
128;378;19;19;100;5;5
160;377;20;20;100;5;5
192;441;21;21;132;5;5
224;440;20;21;132;5;5
256;443;23;23;132;5;5
288;377;20;23;100;5;5
320;441;21;23;132;5;5
352;440;20;23;132;5;5
384;443;23;23;132;5;5
416;377;20;23;100;5;5
448;441;21;23;132;5;5
480;440;20;23;132;5;5
512;444;24;24;132;5;5
544;314;14;24;68;4;5
576;377;19;24;100;5;5
608;377;19;24;100;5;5
640;378;19;24;100;5;5
672;377;20;24;100;5;5
704;441;21;24;132;5;5
736;440;20;24;132;5;5
768;443;23;24;132;5;5
800;377;20;24;100;5;5
832;441;21;24;132;5;5
864;440;20;24;132;5;5
896;443;23;24;132;5;5
928;377;20;24;100;5;5
960;441;21;24;132;5;5
992;440;20;24;132;5;5
1024;444;24;24;132;5;5
1056;314;14;24;68;4;5
1088;377;19;24;100;5;5
1120;377;19;24;100;5;5
1152;378;19;24;100;5;5
1184;377;20;24;100;5;5
1216;441;21;24;132;5;5
1248;440;20;24;132;5;5
1280;443;23;24;132;5;5
1312;377;20;24;100;5;5
1344;441;21;24;132;5;5
1376;440;20;24;132;5;5
1408;443;23;24;132;5;5
1440;377;20;24;100;5;5
1472;441;21;24;132;5;5
1504;440;20;24;132;5;5
1536;444;24;24;132;5;5
1568;282;13;24;68;4;5
1600;345;17;24;100;4;5
1632;345;17;24;100;4;5
1664;346;18;24;100;4;5
1696;282;13;24;68;4;5
1728;345;17;24;100;4;5
1760;345;17;24;100;4;5
1792;346;18;24;100;4;5
1824;282;13;24;68;4;5
1856;345;17;24;100;4;5
1888;345;17;24;100;4;5
1920;346;18;24;100;4;5
1952;250;13;24;68;3;5
1984;250;13;24;68;3;5
2016;250;13;24;68;3;5
