timePerInitStep
373;382297
361;370497
336;344326
352;361254
335;343810
345;354074
347;355604
343;352017
326;334578
339;347911
332;340736
292;299684
295;302241
288;295062
300;307892
296;303266
301;308397
311;319180
308;316105
301;308400
304;312002
305;312507
301;308410
296;303788
232;237588
204;209880
199;204747
200;205773
204;209364
216;221680
193;198592
197;202183
196;201671
216;222194
199;204740
197;202693
196;201666
209;215010
204;209366
202;207311
200;205260
197;202181
223;228352
200;205260
199;204749
197;202187
223;228353
197;202182
200;205263
196;201154
203;208338
216;221682
198;203719
197;202695
200;205262
205;210391
193;198590
199;204751
195;200647
215;221170
201;206801
202;207823
202;207828
