round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
4;45;14;14;14;6;6
8;43;13;14;12;5;6
12;45;13;14;14;5;6
16;39;12;14;9;4;6
20;45;13;14;14;5;6
24;43;12;14;12;4;6
28;44;12;14;13;4;6
32;39;13;14;9;5;6
36;45;13;14;14;5;6
40;43;12;14;12;4;6
44;44;12;14;13;4;6
48;40;13;14;10;5;6
52;44;13;14;13;5;6
56;43;13;14;12;5;6
60;45;13;14;14;5;6
64;36;12;14;7;4;6
68;45;14;14;14;6;6
72;43;13;14;12;5;6
76;45;13;14;14;5;6
80;39;12;14;9;4;6
84;45;13;14;14;5;6
88;43;12;14;12;4;6
92;44;12;14;13;4;6
96;39;13;14;9;5;6
100;45;13;14;14;5;6
104;43;12;14;12;4;6
108;44;12;14;13;4;6
112;40;13;14;10;5;6
116;44;13;14;13;5;6
120;43;13;14;12;5;6
124;45;13;14;14;5;6
128;36;12;14;7;4;6
132;45;14;14;14;6;6
136;43;13;14;12;5;6
140;45;13;14;14;5;6
144;39;12;14;9;4;6
148;45;13;14;14;5;6
152;43;12;14;12;4;6
156;44;12;14;13;4;6
160;39;13;14;9;5;6
164;45;13;14;14;5;6
168;43;12;14;12;4;6
172;44;12;14;13;4;6
176;40;13;14;10;5;6
180;44;13;14;13;5;6
184;43;13;14;12;5;6
188;45;13;14;14;5;6
192;36;12;14;7;4;6
196;32;10;14;9;4;6
200;31;9;14;8;3;6
204;32;9;14;9;3;6
208;28;9;14;6;3;6
212;32;10;14;9;4;6
216;31;9;14;8;3;6
220;32;9;14;9;3;6
224;28;9;14;6;3;6
228;32;10;14;9;4;6
232;31;9;14;8;3;6
236;32;9;14;9;3;6
240;28;9;14;6;3;6
244;19;6;14;4;2;6
248;19;6;14;4;2;6
252;19;6;14;4;2;6
256;8;2;14;0;0;6
