round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
64;509;10;10;129;4;4
128;508;10;10;128;4;4
192;509;10;10;129;4;4
256;505;10;10;126;4;4
320;509;10;10;129;4;4
384;508;10;10;128;4;4
448;509;10;10;129;4;4
512;505;10;10;126;4;4
576;509;10;10;129;4;4
640;508;10;10;128;4;4
704;509;10;10;129;4;4
768;505;10;10;126;4;4
832;509;10;10;129;4;4
896;508;10;10;128;4;4
960;509;10;10;129;4;4
1024;505;10;10;126;4;4
1088;509;10;10;129;4;4
1152;508;10;10;128;4;4
1216;509;10;10;129;4;4
1280;505;10;10;126;4;4
1344;509;10;10;129;4;4
1408;508;10;10;128;4;4
1472;509;10;10;129;4;4
1536;505;10;10;126;4;4
1600;509;10;10;129;4;4
1664;508;10;10;128;4;4
1728;509;10;10;129;4;4
1792;505;10;10;126;4;4
1856;509;10;10;129;4;4
1920;508;10;10;128;4;4
1984;509;10;10;129;4;4
2048;505;10;10;126;4;4
2112;509;10;10;129;4;4
2176;508;10;10;128;4;4
2240;509;10;10;129;4;4
2304;505;10;10;126;4;4
2368;509;10;10;129;4;4
2432;508;10;10;128;4;4
2496;509;10;10;129;4;4
2560;505;10;10;126;4;4
2624;509;10;10;129;4;4
2688;508;10;10;128;4;4
2752;509;10;10;129;4;4
2816;505;10;10;126;4;4
2880;509;10;10;129;4;4
2944;508;10;10;128;4;4
3008;509;10;10;129;4;4
3072;505;10;10;126;4;4
3136;509;10;10;129;4;4
3200;508;10;10;128;4;4
3264;509;10;10;129;4;4
3328;505;10;10;126;4;4
3392;509;10;10;129;4;4
3456;508;10;10;128;4;4
3520;509;10;10;129;4;4
3584;505;10;10;126;4;4
3648;509;10;10;129;4;4
3712;508;10;10;128;4;4
3776;509;10;10;129;4;4
3840;505;10;10;126;4;4
3904;316;6;10;64;2;4
3968;316;6;10;64;2;4
4032;316;6;10;64;2;4
4096;269;6;10;48;2;4
