round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
16;128;10;10;33;4;4
32;127;9;10;32;3;4
48;128;9;10;33;3;4
64;126;9;10;31;3;4
80;128;9;10;33;3;4
96;127;9;10;32;3;4
112;127;9;10;32;3;4
128;124;10;10;30;4;4
144;128;10;10;33;4;4
160;127;9;10;32;3;4
176;128;9;10;33;3;4
192;126;9;10;31;3;4
208;128;9;10;33;3;4
224;127;9;10;32;3;4
240;127;9;10;32;3;4
256;124;10;10;30;4;4
272;128;10;10;33;4;4
288;127;9;10;32;3;4
304;128;9;10;33;3;4
320;126;9;10;31;3;4
336;128;9;10;33;3;4
352;127;9;10;32;3;4
368;127;9;10;32;3;4
384;124;10;10;30;4;4
400;128;10;10;33;4;4
416;127;9;10;32;3;4
432;128;9;10;33;3;4
448;126;9;10;31;3;4
464;128;9;10;33;3;4
480;127;9;10;32;3;4
496;127;9;10;32;3;4
512;124;10;10;30;4;4
528;128;10;10;33;4;4
544;127;9;10;32;3;4
560;128;9;10;33;3;4
576;126;9;10;31;3;4
592;128;9;10;33;3;4
608;127;9;10;32;3;4
624;127;9;10;32;3;4
640;124;10;10;30;4;4
656;128;10;10;33;4;4
672;127;9;10;32;3;4
688;128;9;10;33;3;4
704;126;9;10;31;3;4
720;128;9;10;33;3;4
736;127;9;10;32;3;4
752;127;9;10;32;3;4
768;124;10;10;30;4;4
784;128;10;10;33;4;4
800;127;9;10;32;3;4
816;128;9;10;33;3;4
832;126;9;10;31;3;4
848;128;9;10;33;3;4
864;127;9;10;32;3;4
880;127;9;10;32;3;4
896;124;10;10;30;4;4
912;79;6;10;16;2;4
928;79;6;10;16;2;4
944;79;6;10;16;2;4
960;79;6;10;16;2;4
976;79;6;10;16;2;4
992;79;6;10;16;2;4
1008;79;6;10;16;2;4
1024;32;2;10;0;0;4
