round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1024;11197;14;14;3073;6;6
2048;11196;14;14;3072;6;6
3072;11197;14;14;3073;6;6
4096;11193;14;14;3070;6;6
5120;11197;14;14;3073;6;6
6144;11196;14;14;3072;6;6
7168;11197;14;14;3073;6;6
8192;11193;14;14;3070;6;6
9216;11197;14;14;3073;6;6
10240;11196;14;14;3072;6;6
11264;11197;14;14;3073;6;6
12288;11193;14;14;3070;6;6
13312;11197;14;14;3073;6;6
14336;11196;14;14;3072;6;6
15360;11197;14;14;3073;6;6
16384;11193;14;14;3070;6;6
17408;11197;14;14;3073;6;6
18432;11196;14;14;3072;6;6
19456;11197;14;14;3073;6;6
20480;11193;14;14;3070;6;6
21504;11197;14;14;3073;6;6
22528;11196;14;14;3072;6;6
23552;11197;14;14;3073;6;6
24576;11193;14;14;3070;6;6
25600;11197;14;14;3073;6;6
26624;11196;14;14;3072;6;6
27648;11197;14;14;3073;6;6
28672;11193;14;14;3070;6;6
29696;11197;14;14;3073;6;6
30720;11196;14;14;3072;6;6
31744;11197;14;14;3073;6;6
32768;11193;14;14;3070;6;6
33792;11197;14;14;3073;6;6
34816;11196;14;14;3072;6;6
35840;11197;14;14;3073;6;6
36864;11193;14;14;3070;6;6
37888;11197;14;14;3073;6;6
38912;11196;14;14;3072;6;6
39936;11197;14;14;3073;6;6
40960;11193;14;14;3070;6;6
41984;11197;14;14;3073;6;6
43008;11196;14;14;3072;6;6
44032;11197;14;14;3073;6;6
45056;11193;14;14;3070;6;6
46080;11197;14;14;3073;6;6
47104;11196;14;14;3072;6;6
48128;11197;14;14;3073;6;6
49152;11193;14;14;3070;6;6
50176;11197;14;14;3073;6;6
51200;11196;14;14;3072;6;6
52224;11197;14;14;3073;6;6
53248;11193;14;14;3070;6;6
54272;11197;14;14;3073;6;6
55296;11196;14;14;3072;6;6
56320;11197;14;14;3073;6;6
57344;11193;14;14;3070;6;6
58368;11197;14;14;3073;6;6
59392;11196;14;14;3072;6;6
60416;11197;14;14;3073;6;6
61440;11193;14;14;3070;6;6
62464;8124;10;14;2048;4;6
63488;8124;10;14;2048;4;6
64512;8124;10;14;2048;4;6
65536;7310;10;14;1776;4;6
