round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1;18;18;18;8;8;8
2;14;14;18;4;4;8
3;14;14;18;4;4;8
4;14;14;18;4;4;8
5;14;14;18;4;4;8
6;18;18;18;8;8;8
7;10;10;18;0;0;8
8;14;14;18;4;4;8
9;14;14;18;4;4;8
10;18;18;18;8;8;8
11;10;10;18;0;0;8
12;18;18;18;8;8;8
13;14;14;18;4;4;8
14;14;14;18;4;4;8
15;10;10;18;0;0;8
16;12;12;18;3;3;8
17;15;15;18;5;5;8
18;17;17;18;7;7;8
19;11;11;18;1;1;8
20;17;17;18;7;7;8
21;14;14;18;4;4;8
22;15;15;18;5;5;8
23;10;10;18;0;0;8
24;17;17;18;7;7;8
25;14;14;18;4;4;8
26;15;15;18;5;5;8
27;13;13;18;3;3;8
28;15;15;18;5;5;8
29;17;17;18;7;7;8
30;11;11;18;1;1;8
31;10;10;18;0;0;8
32;12;12;18;3;3;8
33;15;15;18;5;5;8
34;17;17;18;7;7;8
35;11;11;18;1;1;8
36;17;17;18;7;7;8
37;14;14;18;4;4;8
38;15;15;18;5;5;8
39;10;10;18;0;0;8
40;17;17;18;7;7;8
41;14;14;18;4;4;8
42;15;15;18;5;5;8
43;13;13;18;3;3;8
44;15;15;18;5;5;8
45;17;17;18;7;7;8
46;11;11;18;1;1;8
47;10;10;18;0;0;8
48;15;15;18;6;6;8
49;15;15;18;5;5;8
50;14;14;18;4;4;8
51;14;14;18;4;4;8
52;14;14;18;4;4;8
53;17;17;18;7;7;8
54;12;12;18;2;2;8
55;13;13;18;3;3;8
56;14;14;18;4;4;8
57;17;17;18;7;7;8
58;12;12;18;2;2;8
59;16;16;18;6;6;8
60;15;15;18;5;5;8
61;14;14;18;4;4;8
62;11;11;18;1;1;8
63;10;10;18;0;0;8
64;12;12;18;3;3;8
65;15;15;18;5;5;8
66;17;17;18;7;7;8
67;11;11;18;1;1;8
68;17;17;18;7;7;8
69;14;14;18;4;4;8
70;15;15;18;5;5;8
71;10;10;18;0;0;8
72;17;17;18;7;7;8
73;14;14;18;4;4;8
74;15;15;18;5;5;8
75;13;13;18;3;3;8
76;15;15;18;5;5;8
77;17;17;18;7;7;8
78;11;11;18;1;1;8
79;10;10;18;0;0;8
80;15;15;18;6;6;8
81;15;15;18;5;5;8
82;14;14;18;4;4;8
83;14;14;18;4;4;8
84;14;14;18;4;4;8
85;17;17;18;7;7;8
86;12;12;18;2;2;8
87;13;13;18;3;3;8
88;14;14;18;4;4;8
89;17;17;18;7;7;8
90;12;12;18;2;2;8
91;16;16;18;6;6;8
92;15;15;18;5;5;8
93;14;14;18;4;4;8
94;11;11;18;1;1;8
95;10;10;18;0;0;8
96;15;15;18;6;6;8
97;15;15;18;5;5;8
98;14;14;18;4;4;8
99;14;14;18;4;4;8
100;14;14;18;4;4;8
101;17;17;18;7;7;8
102;12;12;18;2;2;8
103;13;13;18;3;3;8
104;14;14;18;4;4;8
105;17;17;18;7;7;8
106;12;12;18;2;2;8
107;16;16;18;6;6;8
108;15;15;18;5;5;8
109;14;14;18;4;4;8
110;11;11;18;1;1;8
111;13;13;18;3;3;8
112;12;12;18;3;3;8
113;18;18;18;8;8;8
114;11;11;18;1;1;8
115;17;17;18;7;7;8
116;14;14;18;4;4;8
117;14;14;18;4;4;8
118;12;12;18;2;2;8
119;16;16;18;6;6;8
120;14;14;18;4;4;8
121;14;14;18;4;4;8
122;15;15;18;5;5;8
123;13;13;18;3;3;8
124;18;18;18;8;8;8
125;11;11;18;1;1;8
126;11;11;18;1;1;8
127;10;10;18;0;0;8
128;10;10;18;2;2;8
129;16;16;18;6;6;8
130;16;16;18;6;6;8
131;12;12;18;2;2;8
132;16;16;18;6;6;8
133;14;14;18;4;4;8
134;16;16;18;6;6;8
135;10;10;18;0;0;8
136;16;16;18;6;6;8
137;14;14;18;4;4;8
138;16;16;18;6;6;8
139;12;12;18;2;2;8
140;16;16;18;6;6;8
141;16;16;18;6;6;8
142;12;12;18;2;2;8
143;10;10;18;0;0;8
144;14;14;18;5;5;8
145;15;15;18;5;5;8
146;15;15;18;5;5;8
147;13;13;18;3;3;8
148;15;15;18;5;5;8
149;16;16;18;6;6;8
150;13;13;18;3;3;8
151;12;12;18;2;2;8
152;15;15;18;5;5;8
153;16;16;18;6;6;8
154;13;13;18;3;3;8
155;15;15;18;5;5;8
156;15;15;18;5;5;8
157;15;15;18;5;5;8
158;11;11;18;1;1;8
159;10;10;18;0;0;8
160;14;14;18;5;5;8
161;15;15;18;5;5;8
162;15;15;18;5;5;8
163;13;13;18;3;3;8
164;15;15;18;5;5;8
165;16;16;18;6;6;8
166;13;13;18;3;3;8
167;12;12;18;2;2;8
168;15;15;18;5;5;8
169;16;16;18;6;6;8
170;13;13;18;3;3;8
171;15;15;18;5;5;8
172;15;15;18;5;5;8
173;15;15;18;5;5;8
174;11;11;18;1;1;8
175;12;12;18;2;2;8
176;13;13;18;4;4;8
177;17;17;18;7;7;8
178;12;12;18;2;2;8
179;16;16;18;6;6;8
180;14;14;18;4;4;8
181;15;15;18;5;5;8
182;12;12;18;2;2;8
183;15;15;18;5;5;8
184;14;14;18;4;4;8
185;15;15;18;5;5;8
186;14;14;18;4;4;8
187;14;14;18;4;4;8
188;17;17;18;7;7;8
189;12;12;18;2;2;8
190;11;11;18;1;1;8
191;10;10;18;0;0;8
192;14;14;18;5;5;8
193;15;15;18;5;5;8
194;15;15;18;5;5;8
195;13;13;18;3;3;8
196;15;15;18;5;5;8
197;16;16;18;6;6;8
198;13;13;18;3;3;8
199;12;12;18;2;2;8
200;15;15;18;5;5;8
201;16;16;18;6;6;8
202;13;13;18;3;3;8
203;15;15;18;5;5;8
204;15;15;18;5;5;8
205;15;15;18;5;5;8
206;11;11;18;1;1;8
207;12;12;18;2;2;8
208;13;13;18;4;4;8
209;17;17;18;7;7;8
210;12;12;18;2;2;8
211;16;16;18;6;6;8
212;14;14;18;4;4;8
213;15;15;18;5;5;8
214;12;12;18;2;2;8
215;15;15;18;5;5;8
216;14;14;18;4;4;8
217;15;15;18;5;5;8
218;14;14;18;4;4;8
219;14;14;18;4;4;8
220;17;17;18;7;7;8
221;12;12;18;2;2;8
222;11;11;18;1;1;8
223;12;12;18;2;2;8
224;13;13;18;4;4;8
225;17;17;18;7;7;8
226;12;12;18;2;2;8
227;16;16;18;6;6;8
228;14;14;18;4;4;8
229;15;15;18;5;5;8
230;12;12;18;2;2;8
231;15;15;18;5;5;8
232;14;14;18;4;4;8
233;15;15;18;5;5;8
234;14;14;18;4;4;8
