round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
2;44;26;26;19;13;13
4;37;21;26;13;8;13
6;44;22;26;19;10;13
8;31;17;26;8;4;13
10;44;23;26;19;10;13
12;37;19;26;13;8;13
14;41;22;26;16;9;13
16;29;17;26;7;4;13
18;44;24;26;19;11;13
20;37;19;26;13;7;13
22;42;22;26;17;9;13
24;33;17;26;10;6;13
26;42;23;26;17;10;13
28;37;20;26;13;7;13
30;41;24;26;16;11;13
32;27;17;26;6;4;13
34;44;25;26;19;12;13
36;37;20;26;13;7;13
38;43;22;26;18;9;13
40;32;17;26;9;5;13
42;43;23;26;18;10;13
44;37;19;26;13;7;13
46;41;23;26;16;10;13
48;30;17;26;8;4;13
50;43;24;26;18;11;13
52;37;20;26;13;7;13
54;42;23;26;17;10;13
56;33;18;26;10;5;13
58;42;24;26;17;11;13
60;38;21;26;14;8;13
62;40;23;26;15;10;13
64;25;17;26;5;4;13
66;37;22;26;16;11;13
68;31;18;26;11;7;13
70;37;19;26;16;8;13
72;26;15;26;7;4;13
74;37;20;26;16;9;13
76;31;16;26;11;6;13
78;35;19;26;14;8;13
80;24;15;26;6;4;13
82;37;21;26;16;10;13
84;31;17;26;11;6;13
86;36;19;26;15;8;13
88;27;15;26;8;4;13
90;36;20;26;15;9;13
92;31;17;26;11;6;13
94;35;20;26;14;9;13
96;22;15;26;5;4;13
98;30;18;26;13;9;13
100;25;15;26;9;6;13
102;30;16;26;13;7;13
104;21;13;26;6;4;13
106;30;17;26;13;8;13
108;25;14;26;9;5;13
110;29;16;26;12;7;13
112;19;13;26;5;4;13
114;23;14;26;10;7;13
116;19;12;26;7;5;13
118;23;13;26;10;6;13
120;16;11;26;5;4;13
122;16;10;26;7;5;13
124;13;9;26;5;4;13
126;9;6;26;4;3;13
128;4;2;26;2;1;13
