round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
32;998;42;42;325;20;20
64;991;40;42;319;18;20
96;998;39;42;325;17;20
128;985;40;42;314;18;20
160;998;39;42;325;17;20
192;991;39;42;319;17;20
224;995;39;42;322;17;20
256;983;40;42;313;18;20
288;998;40;42;325;18;20
320;991;38;42;319;16;20
352;996;38;42;323;16;20
384;987;39;42;316;17;20
416;996;39;42;323;17;20
448;991;39;42;319;17;20
480;997;40;42;324;18;20
512;979;38;42;310;16;20
544;998;41;42;325;19;20
576;991;39;42;319;17;20
608;997;38;42;324;16;20
640;986;39;42;315;17;20
672;997;39;42;324;17;20
704;991;38;42;319;16;20
736;996;39;42;323;17;20
768;983;39;42;313;17;20
800;997;40;42;324;18;20
832;991;38;42;319;16;20
864;997;39;42;324;17;20
896;986;38;42;315;16;20
928;997;40;42;324;18;20
960;991;38;42;319;16;20
992;997;39;42;324;17;20
1024;976;37;42;308;15;20
1056;901;38;42;292;18;20
1088;895;36;42;287;16;20
1120;901;35;42;292;15;20
1152;890;36;42;283;16;20
1184;901;36;42;292;16;20
1216;895;35;42;287;15;20
1248;899;35;42;290;15;20
1280;888;36;42;282;16;20
1312;901;37;42;292;17;20
1344;895;35;42;287;15;20
1376;900;35;42;291;15;20
1408;891;35;42;284;15;20
1440;900;36;42;291;16;20
1472;895;35;42;287;15;20
1504;900;36;42;291;16;20
1536;885;35;42;280;15;20
1568;804;34;42;259;16;20
1600;799;32;42;255;14;20
1632;804;32;42;259;14;20
1664;795;32;42;252;14;20
1696;804;33;42;259;15;20
1728;799;31;42;255;13;20
1760;803;32;42;258;14;20
1792;793;32;42;251;14;20
1824;707;30;42;226;14;20
1856;703;28;42;223;12;20
1888;707;29;42;226;13;20
1920;700;28;42;221;12;20
1952;610;26;42;193;12;20
1984;607;25;42;191;11;20
2016;513;22;42;160;10;20
2048;332;18;42;98;8;20
