round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
4;21;6;6;5;2;2
8;20;6;6;4;2;2
12;21;6;6;5;2;2
16;17;5;6;2;1;2
20;21;6;6;5;2;2
24;20;6;6;4;2;2
28;21;6;6;5;2;2
32;17;5;6;2;1;2
36;21;6;6;5;2;2
40;20;6;6;4;2;2
44;21;6;6;5;2;2
48;17;5;6;2;1;2
52;21;6;6;5;2;2
56;20;6;6;4;2;2
60;21;6;6;5;2;2
64;17;5;6;2;1;2
68;21;6;6;5;2;2
72;20;6;6;4;2;2
76;21;6;6;5;2;2
80;17;5;6;2;1;2
84;21;6;6;5;2;2
88;20;6;6;4;2;2
92;21;6;6;5;2;2
96;17;5;6;2;1;2
100;21;6;6;5;2;2
104;20;6;6;4;2;2
108;21;6;6;5;2;2
112;17;5;6;2;1;2
116;21;6;6;5;2;2
120;20;6;6;4;2;2
124;21;6;6;5;2;2
128;17;5;6;2;1;2
132;21;6;6;5;2;2
136;20;6;6;4;2;2
140;21;6;6;5;2;2
144;17;5;6;2;1;2
148;21;6;6;5;2;2
152;20;6;6;4;2;2
156;21;6;6;5;2;2
160;17;5;6;2;1;2
164;21;6;6;5;2;2
168;20;6;6;4;2;2
172;21;6;6;5;2;2
176;17;5;6;2;1;2
180;21;6;6;5;2;2
184;20;6;6;4;2;2
188;21;6;6;5;2;2
192;17;5;6;2;1;2
196;21;6;6;5;2;2
200;20;6;6;4;2;2
204;21;6;6;5;2;2
208;17;5;6;2;1;2
212;21;6;6;5;2;2
216;20;6;6;4;2;2
220;21;6;6;5;2;2
224;17;5;6;2;1;2
228;21;6;6;5;2;2
232;20;6;6;4;2;2
236;21;6;6;5;2;2
240;17;5;6;2;1;2
244;8;2;6;0;0;2
248;8;2;6;0;0;2
252;8;2;6;0;0;2
256;8;2;6;0;0;2
