round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
16;221;18;18;66;8;8
32;219;17;18;64;7;8
48;221;17;18;66;7;8
64;215;17;18;61;7;8
80;221;17;18;66;7;8
96;219;16;18;64;6;8
112;220;16;18;65;6;8
128;215;17;18;61;7;8
144;221;17;18;66;7;8
160;219;16;18;64;6;8
176;220;16;18;65;6;8
192;216;17;18;62;7;8
208;220;17;18;65;7;8
224;219;17;18;64;7;8
240;221;17;18;66;7;8
256;212;16;18;59;6;8
272;221;18;18;66;8;8
288;219;17;18;64;7;8
304;221;17;18;66;7;8
320;215;17;18;61;7;8
336;221;17;18;66;7;8
352;219;16;18;64;6;8
368;220;16;18;65;6;8
384;215;17;18;61;7;8
400;221;17;18;66;7;8
416;219;16;18;64;6;8
432;220;16;18;65;6;8
448;216;17;18;62;7;8
464;220;17;18;65;7;8
480;219;17;18;64;7;8
496;221;17;18;66;7;8
512;212;16;18;59;6;8
528;221;18;18;66;8;8
544;219;17;18;64;7;8
560;221;17;18;66;7;8
576;215;17;18;61;7;8
592;221;17;18;66;7;8
608;219;16;18;64;6;8
624;220;16;18;65;6;8
640;215;17;18;61;7;8
656;221;17;18;66;7;8
672;219;16;18;64;6;8
688;220;16;18;65;6;8
704;216;17;18;62;7;8
720;220;17;18;65;7;8
736;219;17;18;64;7;8
752;221;17;18;66;7;8
768;212;16;18;59;6;8
784;172;14;18;49;6;8
800;171;13;18;48;5;8
816;172;13;18;49;5;8
832;168;13;18;46;5;8
848;172;14;18;49;6;8
864;171;13;18;48;5;8
880;172;13;18;49;5;8
896;168;13;18;46;5;8
912;172;14;18;49;6;8
928;171;13;18;48;5;8
944;172;13;18;49;5;8
960;168;13;18;46;5;8
976;123;10;18;32;4;8
992;123;10;18;32;4;8
1008;123;10;18;32;4;8
1024;65;6;18;12;2;8
