round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
4;94;30;30;33;14;14
8;87;26;30;27;11;14
12;94;26;30;33;10;14
16;81;25;30;22;9;14
20;94;27;30;33;11;14
24;87;25;30;27;9;14
28;91;26;30;30;10;14
32;79;28;30;21;12;14
36;94;28;30;33;12;14
40;87;25;30;27;9;14
44;92;26;30;31;10;14
48;83;27;30;24;11;14
52;92;27;30;31;11;14
56;87;27;30;27;11;14
60;93;28;30;32;12;14
64;75;26;30;18;10;14
68;94;29;30;33;13;14
72;87;25;30;27;10;14
76;93;26;30;32;10;14
80;82;26;30;23;10;14
84;93;27;30;32;11;14
88;87;26;30;27;10;14
92;92;27;30;31;11;14
96;79;27;30;21;11;14
100;93;28;30;32;12;14
104;87;26;30;27;10;14
108;93;27;30;32;11;14
112;82;26;30;23;10;14
116;93;28;30;32;12;14
120;87;26;30;27;10;14
124;93;27;30;32;11;14
128;72;25;30;16;9;14
132;81;26;30;28;12;14
136;75;22;30;23;9;14
140;81;23;30;28;9;14
144;70;22;30;19;8;14
148;81;24;30;28;10;14
152;75;22;30;23;8;14
156;79;23;30;26;9;14
160;68;24;30;18;10;14
164;81;25;30;28;11;14
168;75;22;30;23;8;14
172;80;23;30;27;9;14
176;71;23;30;20;9;14
180;80;24;30;27;10;14
184;75;23;30;23;9;14
188;80;24;30;27;10;14
192;65;23;30;16;9;14
196;68;22;30;23;10;14
200;63;19;30;19;7;14
204;68;20;30;23;8;14
208;59;19;30;16;7;14
212;68;21;30;23;9;14
216;63;19;30;19;7;14
220;67;20;30;22;8;14
224;57;20;30;15;8;14
228;55;18;30;18;8;14
232;51;16;30;15;6;14
236;55;17;30;18;7;14
240;48;16;30;13;6;14
244;42;14;30;13;6;14
248;39;13;30;11;5;14
252;29;10;30;8;4;14
256;13;6;30;2;2;14
